id3	sample_id	sample_type	purity_ascat	purity_absolute	purity_remixt	purity_purple	purity_estimate	purity_hatchet	ploidy_ascat	ploidy_absolute	ploidy_remixt	ploidy_purple	ploidy_hatchet
HCM-BROD-0053-C49	HCM-BROD-0053-C49-06A	T	0.37	0.52	defer	0.08	0.41	0.0467918	2	2.01	defer	2	1.975979609
HCM-CSHL-0907-C50	HCM-CSHL-0907-C50-06A	T	1	0.1	0.156476072	0.22	0.36	0.0937127	2.05	2.48	1.808887483	3.5	2.789097225
HCM-SANG-0287-C20	HCM-SANG-0287-C20-01A	T	0.3	0.32	defer	0.08	0.84	0.18805	1.8	1.99	defer	2	2.015000661
HCM-BROD-0045-C16	HCM-BROD-0045-C16-06A	T	0.44	0.4	defer	0.08	NA	0.0432049	1.85	2.02	defer	2	1.367223418
HCM-BROD-0110-C25	HCM-BROD-0110-C25-01A	T	0.36	0.46	defer	0.08	0.46	0.114146	2	2	defer	2	2.000967247
HCM-BROD-0489-C15	HCM-BROD-0489-C15-06A	T	0.36	0.46	defer	0.08	0.31	0.0360272	1.85	2	defer	2	1.962321861
HCM-CSHL-0093-C25	HCM-CSHL-0093-C25-01B	T	0.33	0.46	defer	0.08	NA	1	2	2	defer	2	2
HCM-BROD-0019-C25	HCM-BROD-0019-C25-01B	T	0.4	0.11	defer	0.27	0.42	0.116468	1.96	1.89	defer	1.88	2.345915722
HCM-BROD-0578-C15	HCM-BROD-0578-C15-06A	T	1	0.1	defer	0.4	0.43	0.0748445	1.95	4.09	defer	2	2.05254058
HCM-CSHL-0191-C25	HCM-CSHL-0191-C25-01A	T	0.37	0.11	defer	0.08	0.67	0.03	1.85	4.35	defer	2	1.648556367
HCM-BROD-0869-C43	HCM-BROD-0869-C43-06A	T	0.71	0.16	0.483864278	0.2	0.54	0.0485683	1.9	3.9	2.147780688	2.2	3.550679971
HCM-CSHL-0082-C25	HCM-CSHL-0082-C25-01A	T	0.46	0.78	defer	0.08	0.53	0.0333268	1.85	2	defer	2	2.078380062
HCM-BROD-0231-C25	HCM-BROD-0231-C25-06A	T	0.32	0.79	defer	0.42	0.33	0.145029	2	2	defer	2	1.995706575
HCM-BROD-0869-C43	HCM-BROD-0869-C43-85A	M	0.43	0.46	0.455035765	0.47	0.95	0.459247	3.45	3.3	3.219778851	3.3	3.379535597
HCM-BROD-0053-C49	HCM-BROD-0053-C49-85M	M	0.91	0.96	0.98	0.98	1	0.99264	3.7	3.78	3.72	3.75	3.77911764
HCM-CSHL-0246-C19	HCM-CSHL-0246-C19-01B	T	0.42	0.1	defer	0.25	0.48	0.0712432	1.8	4.18	defer	2	2.218713198
HCM-BROD-0045-C16	HCM-BROD-0045-C16-85A	M	0.99	0.98	0.98	0.99	NA	0.99091	3.2	3.42	3.33	3.4	3.534632773
HCM-CSHL-0191-C25	HCM-CSHL-0191-C25-85A	M	1	0.98	0.98	1	1	0.959388	3.65	3.94	3.89	3.85	3.963869031
HCM-CSHL-0907-C50	HCM-CSHL-0907-C50-85B	M	1	0.98	0.988099018	0.99	1	0.991454	3.6	4.01	4.008153847	3.95	3.98480828
HCM-BROD-0231-C25	HCM-BROD-0231-C25-85M	M	0.99	0.99	0.99	1	1	0.992615	1.7	1.65	1.87	1.64	1.678659909
HCM-BROD-0578-C15	HCM-BROD-0578-C15-85A	M	0.98	0.99	0.99	1	0.99	0.989581	1.8	1.86	1.73	1.84	2.004263369
HCM-CSHL-0246-C19	HCM-CSHL-0246-C19-86A	M	NA	0.99	0.99	0.99	1	NA	NA	2.32	2.22	2.3	NA
HCM-SANG-0287-C20	HCM-SANG-0287-C20-85A	M	1	0.99	0.99	1	1	1	5.1	2.59	2.57	2.6	2.581462988
HCM-BROD-0019-C25	HCM-BROD-0019-C25-85A	M	0.96	1	0.99	1	1	0.996402	5.2	1.8	1.77	1.78	1.827538614
HCM-BROD-0110-C25	HCM-BROD-0110-C25-85A	M	0.89	1	0.99	1	1	0.861919	1.45	1.88	1.85	1.8	1.841811722
HCM-BROD-0231-C25	HCM-BROD-0231-C25-85N	M	NA	1	0.98	1	1	NA	NA	1.7	3.38	1.68	NA
HCM-BROD-0489-C15	HCM-BROD-0489-C15-85M	M	0.97	1	0.99	1	1	0.792657	2.6	2.56	2.51	2.54	2.497590865
HCM-BROD-0578-C15	HCM-BROD-0578-C15-85M	M	0.97	1	0.99	1	0.99	0.992654	1.8	1.99	1.88	1.94	2.016871589
HCM-CSHL-0082-C25	HCM-CSHL-0082-C25-85A	M	1	1	0.98	1	1	0.996857	3.6	1.92	3.69	1.9	1.913830894
HCM-CSHL-0093-C25	HCM-CSHL-0093-C25-85A	M	0.95	1	0.99	1	1	0.995826	1.8	1.92	1.86	1.92	1.907049532
HCM-CSHL-0246-C19	HCM-CSHL-0246-C19-85A	M	0.99	1	0.99	1	0.99	0.991734	2.5	2.36	2.29	2.32	4.644936029
HCM-BROD-0035-C49	HCM-BROD-0035-C49-06A	T	0.8	0.36	0.1	0.98	0.91	0.0544804	2	2.11	2.79	2	3.89241683
HCM-BROD-0035-C49	HCM-BROD-0035-C49-85M	M	0.83	0.79	0.826947316	0.84	1	0.0594797	1.95	2.02	2.137377263	1.98	3.290954265
HCM-BROD-0008-C25	HCM-BROD-0008-C25-85A	M	NA	NA	NA	0.51	1	NA	NA	NA	NA	1.42	NA
HCM-BROD-0008-C25	HCM-BROD-0008-C25-86A	M	NA	NA	NA	0.5	1	NA	NA	NA	NA	1.68	NA
HCM-BROD-0009-C25	HCM-BROD-0009-C25-85A	M	NA	NA	NA	0.97	1	NA	NA	NA	NA	2	NA
HCM-BROD-0010-C25	HCM-BROD-0010-C25-85A	M	NA	NA	NA	0.51	1	NA	NA	NA	NA	1.62	NA
HCM-BROD-0015-C25	HCM-BROD-0015-C25-85C	M	NA	NA	NA	0.2	1	NA	NA	NA	NA	3.85	NA
HCM-BROD-0130-C25	HCM-BROD-0130-C25-85M	M	NA	NA	NA	0.98	1	NA	NA	NA	NA	2.22	NA
HCM-BROD-0334-C43	HCM-BROD-0334-C43-85M	M	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
HCM-BROD-0348-C25	HCM-BROD-0348-C25-85N	M	NA	NA	NA	0.48	NA	NA	NA	NA	NA	1.74	NA
HCM-CSHL-0634-C30	HCM-CSHL-0634-C30-85A	M	NA	NA	no normal	1	1	NA	NA	NA	no normal	2.22	NA
HCM-WCMC-1344-C18	HCM-WCMC-1344-C18-01A	T	NA	NA	no normal	0.19	0.65	NA	NA	NA	no normal	2.2	NA
HCM-WCMC-1344-C18	HCM-WCMC-1344-C18-85A	M	NA	NA	no normal	0.33	0.99	NA	NA	NA	no normal	2.16	NA
HCM-BROD-0004-C64	HCM-BROD-0004-C64-02A	T	NA	NA	no normal	0.19	0.98	NA	NA	NA	no normal	2.04	NA
HCM-BROD-0004-C64	HCM-BROD-0004-C64-02A-01D	T	NA	NA	no normal	0.08	NA	NA	NA	NA	no normal	2	NA
HCM-BROD-0004-C64	HCM-BROD-0004-C64-85S-01D	M	NA	NA	no normal	0.44	NA	NA	NA	NA	no normal	2	NA
HCM-BROD-0013-C71	HCM-BROD-0013-C71-02A	T	NA	NA	NA	0.64	0.89	NA	NA	NA	NA	2.52	NA
HCM-BROD-0013-C71	HCM-BROD-0013-C71-85A	M	NA	NA	NA	0.87	1	NA	NA	NA	NA	2.4	NA
HCM-BROD-0046-C71	HCM-BROD-0046-C71-02A	T	NA	NA	NA	0.36	0.83	NA	NA	NA	NA	2.4	NA
HCM-BROD-0046-C71	HCM-BROD-0046-C71-85B	M	NA	NA	NA	0.3	NA	NA	NA	NA	NA	4	NA
HCM-BROD-0052-C49	HCM-BROD-0052-C49-01A	T	NA	NA	NA	0.45	0.81	NA	NA	NA	NA	2.86	NA
HCM-BROD-0052-C49	HCM-BROD-0052-C49-85A	M	NA	NA	NA	0.31	0.96	NA	NA	NA	NA	4.05	NA
HCM-BROD-0124-C25	HCM-BROD-0124-C25-85A	M	NA	NA	NA	1	1	NA	NA	NA	NA	2.36	NA
HCM-BROD-0140-C16	HCM-BROD-0140-C16-01A	T	NA	NA	NA	0.32	0.73	NA	NA	NA	NA	2.12	NA
HCM-BROD-0140-C16	HCM-BROD-0140-C16-85A	M	NA	NA	NA	0.5	0.99	NA	NA	NA	NA	2.26	NA
HCM-BROD-0221-C43	HCM-BROD-0221-C43-06A	T	NA	NA	NA	0.55	NA	NA	NA	NA	NA	3.15	NA
HCM-BROD-0221-C43	HCM-BROD-0221-C43-85N	M	NA	NA	NA	0.21	0.9	NA	NA	NA	NA	2.02	NA
HCM-BROD-0236-C34	HCM-BROD-0236-C34-06A	T	NA	NA	NA	0.41	NA	NA	NA	NA	NA	4.05	NA
HCM-BROD-0236-C34	HCM-BROD-0236-C34-85A	M	NA	NA	NA	0.5	0.99	NA	NA	NA	NA	1.92	NA
HCM-BROD-0488-C16	HCM-BROD-0488-C16-85M	M	NA	NA	NA	0.51	1	NA	NA	NA	NA	1.8	NA
HCM-BROD-0050-C49	HCM-BROD-0050-C49-85A	M	NA	NA	NA	0.99	NA	NA	NA	NA	NA	2.62	NA
HCM-BROD-0050-C49	HCM-BROD-0050-C49-86M	M	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA
HCM-BROD-0351-C49	HCM-BROD-0351-C49-06B	T	NA	NA	NA	1	NA	NA	NA	NA	NA	5.4	NA
HCM-BROD-0351-C49	HCM-BROD-0351-C49-85M	M	NA	NA	NA	0.85	NA	NA	NA	NA	NA	2	NA
HCM-BROD-0457-C71	HCM-BROD-0457-C71-01A	T	NA	NA	NA	0.71	NA	NA	NA	NA	NA	1.94	NA
HCM-BROD-0457-C71	HCM-BROD-0457-C71-85A	M	NA	NA	NA	0.31	NA	NA	NA	NA	NA	2.54	NA
HCM-BROD-0475-C16	HCM-BROD-0475-C16-85M	M	NA	NA	NA	1	NA	NA	NA	NA	NA	2.32	NA
HCM-BROD-0649-C49	HCM-BROD-0649-C49-06A	T	NA	NA	NA	0.48	NA	NA	NA	NA	NA	1.98	NA
HCM-BROD-0649-C49	HCM-BROD-0649-C49-85B	M	NA	NA	NA	0.17	NA	NA	NA	NA	NA	1.94	NA
HCM-BROD-0683-C43	HCM-BROD-0683-C43-06A	T	NA	NA	NA	1	NA	NA	NA	NA	NA	3.2	NA
HCM-BROD-0683-C43	HCM-BROD-0683-C43-85A	M	NA	NA	NA	1	NA	NA	NA	NA	NA	3.2	NA
HCM-BROD-0690-C43	HCM-BROD-0690-C43-85A	M	NA	NA	NA	0.97	NA	NA	NA	NA	NA	3.4	NA
HCM-BROD-0715-C43	HCM-BROD-0715-C43-06A	T	NA	NA	NA	1	NA	NA	NA	NA	NA	3.2	NA
HCM-BROD-0715-C43	HCM-BROD-0715-C43-85B	M	NA	NA	NA	1	NA	NA	NA	NA	NA	3.25	NA
HCM-BROD-0759-C15	HCM-BROD-0759-C15-85A	M	NA	NA	NA	0.98	NA	NA	NA	NA	NA	2.6	NA
HCM-BROD-0796-C71	HCM-BROD-0796-C71-01B	T	NA	NA	NA	0.69	NA	NA	NA	NA	NA	1.98	NA
HCM-BROD-0796-C71	HCM-BROD-0796-C71-85A	M	NA	NA	NA	0.51	NA	NA	NA	NA	NA	2.02	NA
HCM-BROD-1098-C91	HCM-BROD-1098-C91-85B	M	NA	NA	NA	0.36	NA	NA	NA	NA	NA	2.02	NA
HCM-BROD-1099-C84	HCM-BROD-1099-C84-85B	M	NA	NA	NA	0.16	NA	NA	NA	NA	NA	2.2801	NA
HCM-BROD-1100-C84	HCM-BROD-1100-C84-85B	M	NA	NA	NA	0.16	NA	NA	NA	NA	NA	2.32	NA
HCM-BROD-1102-C85	HCM-BROD-1102-C85-85A	M	NA	NA	NA	0.16	NA	NA	NA	NA	NA	2.74	NA
HCM-BROD-1103-C86	HCM-BROD-1103-C86-85A	M	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA
HCM-BROD-1104-C85	HCM-BROD-1104-C85-85A	M	NA	NA	NA	0.19	NA	NA	NA	NA	NA	2.78	NA
HCM-BROD-1105-C73	HCM-BROD-1105-C73-85A	M	NA	NA	NA	0.99	NA	NA	NA	NA	NA	2.02	NA
HCM-BROD-1117-C56	HCM-BROD-1117-C56-85A	M	NA	NA	NA	0.5	NA	NA	NA	NA	NA	4	NA
HCM-BROD-1130-C06	HCM-BROD-1130-C06-85B	M	NA	NA	NA	0.5	NA	NA	NA	NA	NA	1.74	NA
HCM-BROD-1131-C06	HCM-BROD-1131-C06-85B	M	NA	NA	NA	0.5	NA	NA	NA	NA	NA	1.72	NA
HCM-BROD-1181-C73	HCM-BROD-1181-C73-85B	M	NA	NA	NA	0.47	NA	NA	NA	NA	NA	2.12	NA
HCM-CSHL-0657-C25	HCM-CSHL-0657-C25-85A	M	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA
HCM-CSHL-0880-C18	HCM-CSHL-0880-C18-85M	M	NA	NA	NA	0.98	NA	NA	NA	NA	NA	2.22	NA
HCM-CSHL-1267-C22	HCM-CSHL-1267-C22-01A	T	NA	NA	NA	0.6	NA	NA	NA	NA	NA	2.04	NA
HCM-CSHL-1267-C22	HCM-CSHL-1267-C22-85A	M	NA	NA	NA	0.99	NA	NA	NA	NA	NA	2.08	NA
HCM-STAN-0914-C34	HCM-STAN-0914-C34-85B	M	NA	NA	NA	1	NA	NA	NA	NA	NA	3.5	NA
HCM-BROD-0719-C43	HCM-BROD-0719-C43-06B	T	1	0.15	NA	0.18	0.46	0.134751	2.1	5.16	NA	5.2	4.275683661
HCM-BROD-0960-C16	HCM-BROD-0960-C16-85A	M	0.99	1	0.994656893	1	0.99	0.185768	2	2.12	2.038511427	2.02	2.17609872
HCM-CSHL-0802-C67	HCM-CSHL-0802-C67-01A	T	0.24	0.25	0.498105263	0.25	0.52	0.220968	2.35	2.44	3.545595275	2.62	2.564800667
HCM-SANG-0518-C18	HCM-SANG-0518-C18-01A	T	0.41	0.4	0.397191347	NA	NA	0.218742	1.85	1.98	1.822941306	NA	4.016982037
HCM-SANG-0527-C18	HCM-SANG-0527-C18-01A	T	0.5	0.54	0.469474631	0.34	NA	0.277529	2.25	2.27	2.210252445	4.35	2.667786735
HCM-SANG-0529-C18	HCM-SANG-0529-C18-01A	T	0.39	0.35	0.357210316	0.37	NA	0.362216	2.5	3.14	2.931734167	3.1	3.05872852
HCM-SANG-0536-C18	HCM-SANG-0536-C18-08A	T	0.38	0.26	0.25451288	0.27	NA	0.25781	1.75	3.01	2.873862034	2.96	2.96565558
HCM-SANG-0544-C15	HCM-SANG-0544-C15-08A	T	0.32	0.34	0.333447554	0.34	NA	0.341559	2.7	2.69	2.954297106	2.7	2.681732364
HCM-SANG-0546-C15	HCM-SANG-0546-C15-08A	T	0.23	0.09	0.101560382	0.16	NA	0.147378	1.8	3.36	3.352661086	2.8	1.953430121
HCM-SANG-0548-C25	HCM-SANG-0548-C25-01A	T	0.33	0.21	0.212062396	0.22	NA	0.0981584	1.85	3.04	3.225428706	3.1	2.370709008
HCM-SANG-0778-C25	HCM-SANG-0778-C25-01A	T	0.55	0.57	0.570454882	0.74	NA	0.565872	3.2	3	2.938648867	1.52	3.06854161
HCM-SANG-0780-C25	HCM-SANG-0780-C25-01A	T	0.32	0.2	0.215488554	0.21	NA	0.109009	1.85	3.34	2.961899473	3.45	3.476919828
HCM-SANG-1081-C20	HCM-SANG-1081-C20-08A	T	0.34	0.11	failed	0.18	NA	0.0982204	1.85	2.92	failed	1.96	2.995885683
HCM-SANG-1083-C16	HCM-SANG-1083-C16-08A	T	1	0.1	0.065792655	0.22	NA	0.0430937	1.95	1.38	2.87954667	2	4.721263456
HCM-SANG-1085-C20	HCM-SANG-1085-C20-08A	T	0.21	0.1	0.260884866	0.28	NA	0.130333	4.9	5.21	2.220029416	2.02	2.893718445
HCM-SANG-1088-C18	HCM-SANG-1088-C18-01A	T	0.73	0.68	0.681553469	0.71	NA	0.740746	2.7	3.22	2.837912461	3.15	5.937036658
HCM-SANG-1091-C18	HCM-SANG-1091-C18-01A	T	0.37	0.23	0.224259488	0.24	NA	0.33431	2.1	4	4.295705291	3.9	2.10511302
HCM-SANG-1094-C16	HCM-SANG-1094-C16-01A	T	0.39	0.17	0.197861156	0.29	NA	0.0989987	1.95	5.73	4.956595917	2.94	2.959273681
HCM-SANG-1299-C15	HCM-SANG-1299-C15-08A	T	0.34	0.16	0.124925891	0.18	NA	0.0714657	1.75	3.23	4.032300414	3.15	2.41998249
HCM-SANG-1306-C25	HCM-SANG-1306-C25-01A	T	0.28	0.2	0.174923875	0.19	NA	0.0939241	1.85	4.79	2.868091246	2.64	3.031876608
HCM-SANG-1310-C15	HCM-SANG-1310-C15-01A	T	0.6	0.61	0.566371107	0.62	NA	0.391644	2.65	2.73	3.010203209	2.64	5.237646199
HCM-SANG-1322-C15	HCM-SANG-1322-C15-08A	T	0.49	0.33	0.323629407	0.34	NA	0.128878	2.35	3.65	3.471605588	3.65	3.384170515
HCM-SANG-1322-C15	HCM-SANG-1322-C15-85A	M	0.99	0.97	0.975142995	0.98	NA	0.313268	3.4	3.45	3.358064594	3.45	3.274891585
HCM-SANG-1323-C15	HCM-SANG-1323-C15-08A	T	1	0.15	0.186022135	0.19	NA	0.208498	2.2	2.69	2.637687945	4.65	1.712634799
HCM-SANG-1329-C15	HCM-SANG-1329-C15-01A	T	0.35	0.26	0.247277484	0.27	NA	0.135659	1.8	2.92	3.082494899	2.92	2.281293903
HCM-SANG-1333-C20	HCM-SANG-1333-C20-01A	T	0.3	0.26	0.326668615	0.28	NA	0.255714	2.05	2.38	2.298930651	2.44	2.407253982
HCM-BROD-0097-C15	HCM-BROD-0097-C15-06A	T	0.79	0.73	0.77	0.81	0.96	0.784756	3.55	3.8	3.68	3.8	3.882860043
HCM-BROD-0098-C15	HCM-BROD-0098-C15-06A	T	0.8	0.75	0.79	0.83	NA	0.794596	2.75	2.88	2.79	2.86	2.916718168
HCM-SANG-0551-C18	HCM-SANG-0551-C18-85A	M	1	0.99	0.865607543	0.87	NA	0.185135	2.2	2.03	2.072779085	2.04	2.204146954
HCM-SANG-1332-C18	HCM-SANG-1332-C18-08A	T	0.34	0.34	0.38773268	0.35	NA	0.341007	1.9	2	1.754643207	2	2.012709246
HCM-CSHL-0181-C25	HCM-CSHL-0181-C25-01A	T	0.44	0.09	0.58	0.22	0.58	0.104307	1.95	3.7	1.98	1.9	3.734438167
HCM-BROD-0101-C15	HCM-BROD-0101-C15-06A	T	0.64	0.1	defer	0.44	NA	0.0712221	1.9	1.58	defer	2	2.837350869
HCM-SANG-1304-C20	HCM-SANG-1304-C20-01A	T	0.29	0.1	0.047276514	0.14	NA	0.0535758	1.8	4.09	3.827832395	2	2.599062842
HCM-SANG-0541-C20	HCM-SANG-0541-C20-08A	T	0.3	0.11	0.070730935	0.18	NA	0.0364892	1.8	2	3.213871313	2	2.025289028
HCM-WCMC-0788-C34	HCM-WCMC-0788-C34-01A	T	0.3	0.11	0.43	0.17	0.43	0.121658	1.8	5.38	2.22	3.5	3.048414988
HCM-CSHL-0434-C24	HCM-CSHL-0434-C24-06A	T	1	0.13	0.56	0.16	0.45	0.196368	1.95	1.93	1.87	2.78	1.822876221
HCM-SANG-1312-C20	HCM-SANG-1312-C20-08A	T	0.26	0.13	0.09170743	0.08	NA	0.100527	1.75	1.97	3.239934694	2	2.003621621
HCM-BROD-0448-C15	HCM-BROD-0448-C15-06A	T	0.18	0.14	0.14	0.17	0.57	0.214899	1.95	3.19	3.35	3.1	1.894338729
HCM-SANG-0284-C18	HCM-SANG-0284-C18-01A	T	0.4	0.14	0.21	0.17	0.78	0.145401	2	3.37	5.4	3.35	3.402008008
HCM-SANG-1302-C15	HCM-SANG-1302-C15-08A	T	1	0.14	failed	0.17	NA	0.0878318	1.95	1.96	failed	1.98	2.134598432
HCM-CSHL-0377-C18	HCM-CSHL-0377-C18-01A	T	0.37	0.15	defer	0.46	0.85	0.169138	1.85	2.06	defer	2	2.01510524
HCM-BROD-0962-C16	HCM-BROD-0962-C16-06A	T	0.23	0.16	0.150365665	0.2	0.46	0.0573476	1.8	1.88	1.962122184	2	2.397648106
HCM-CSHL-0094-C25	HCM-CSHL-0094-C25-01A	T	1	0.17	0.19	0.21	0.5	0.268416	2	3.01	2.98	2.96	1.772008729
HCM-SANG-0294-C15	HCM-SANG-0294-C15-01A	T	0.25	0.17	0.18	0.22	0.77	0.101541	1.85	2.98	2.85	2.64	2.801436323
HCM-BROD-0120-C15	HCM-BROD-0120-C15-06A	T	0.38	0.19	0.18	0.21	0.62	0.23858	2.25	5.52	5.58	5.4	4.345258469
HCM-CSHL-0080-C25	HCM-CSHL-0080-C25-01A	T	0.44	0.2	0.22	0.23	0.51	0.220711	1.9	2.67	2.58	2.7	2.725808955
HCM-CSHL-0085-C24	HCM-CSHL-0085-C24-06A	T	0.28	0.2	0.22	0.23	0.44	0.206505	1.85	2.26	2.18	2.2	2.288066753
HCM-CSHL-0088-C25	HCM-CSHL-0088-C25-01A	T	1	0.2	0.19	0.23	0.44	0.230474	1.95	1.88	2.21	1.88	1.868084569
HCM-CSHL-0434-C24	HCM-CSHL-0434-C24-01A	T	0.21	0.2	defer	0.23	0.59	0.195465	3.45	3.36	defer	3.3	3.473171335
HCM-SANG-0547-C25	HCM-SANG-0547-C25-08A	T	1	0.2	0.220228588	0.24	NA	0.219503	1.95	1.82	1.661263875	1.86	1.892086619
HCM-CSHL-0366-C50	HCM-CSHL-0366-C50-01A	T	1	0.21	0.23	0.24	NA	0.147694	1.95	2.85	2.87	2.94	2.462151884
HCM-SANG-1089-C18	HCM-SANG-1089-C18-01A	T	0.27	0.21	0.220065487	0.24	NA	0.07532	1.75	2.07	2.210551634	2.04	3.16953265
HCM-SANG-1334-C18	HCM-SANG-1334-C18-01A	T	0.36	0.21	0.057483999	0.22	NA	0.03	2	1.99	3.318872665	2	2.019203785
HCM-WCMC-0751-C54	HCM-WCMC-0751-C54-01A	T	1	0.22	0.27	0.26	0.7	0.137341	2.1	2.08	2.18	2.08	2.711200919
HCM-BROD-0038-C41	HCM-BROD-0038-C41-85A	M	NA	0.23	0.23	0.27	0.94	NA	NA	2.97	3.04	2.92	NA
HCM-BROD-0577-C15	HCM-BROD-0577-C15-06A	T	0.2	0.23	0.15	0.15	0.68	0.0791875	1.95	1.47	2.58	3.9	2.287168261
HCM-CSHL-0058-C34	HCM-CSHL-0058-C34-86A	M	0.6	0.23	0.2	0.28	1	NA	NA	1.99	2.34	2	NA
HCM-SANG-0311-C15	HCM-SANG-0311-C15-08A	T	NA	0.23	NA	0.2	NA	NA	NA	2.01	NA	2	NA
HCM-CSHL-0180-C25	HCM-CSHL-0180-C25-01A	T	1	0.24	0.21	0.3	0.5	0.25981	2	1.78	2.26	1.76	1.76307223
HCM-CSHL-0838-C18	HCM-CSHL-0838-C18-06A	T	0.39	0.24	0.22	0.26	0.49	0.203375	1.95	3.42	3.99	3.4	1.589873842
HCM-BROD-0954-C34	HCM-BROD-0954-C34-01A	T	0.38	0.24	0.255261649	0.25	0.46	0.136212	1.65	2.98	2.768692133	3	3.937259965
HCM-SANG-0522-C18	HCM-SANG-0522-C18-01A	T	0.33	0.24	0.264902217	0.25	NA	0.229604	2.05	2.17	2.206635448	2.1	2.119073855
HCM-CSHL-0176-C25	HCM-CSHL-0176-C25-01A	T	0.2	0.25	0.21	0.32	0.74	0.284775	2	1.77	2.32	1.8	1.837388812
HCM-CSHL-0839-C34	HCM-CSHL-0839-C34-06A	T	0.25	0.25	0.23	0.27	0.51	0.260628	2.3	2.04	2.47	2.02	2.052977806
HCM-STAN-1109-D13	HCM-STAN-1109-D13-01A	T	0.35	0.25	failed	NA	0.8	0.133046	1.8	1.98	failed	NA	1.991814744
HCM-WCMC-0502-C15	HCM-WCMC-0502-C15-01A	T	0.36	0.25	0.63	0.21	0.61	0.214151	1.7	2.31	3.22	3.5	2.372346683
HCM-WCMC-0749-C34	HCM-WCMC-0749-C34-01A	T	0.32	0.25	0.27	0.26	0.48	0.10511	1.7	1.92	1.85	1.84	2.210696776
HCM-BROD-0339-C43	HCM-BROD-0339-C43-06A	T	0.31	0.25	0.17	0.2	NA	0.254688	1.75	1.34	2.14	2.42	1.355354603
HCM-BROD-1128-C15	HCM-BROD-1128-C15-85B	M	0.28	0.25	0.29831448	0.26	0.46	0.255361	2.45	2.8	2.743306983	2.88	2.852381792
HCM-SANG-0552-C25	HCM-SANG-0552-C25-08A	T	0.29	0.25	0.257085336	NA	NA	0.235646	1.95	1.88	2.067883412	NA	1.937550508
HCM-SANG-1087-C18	HCM-SANG-1087-C18-01A	T	1	0.25	0.099866422	0.28	NA	0.0905518	1.95	2.16	1.222822282	2.18	3.088402997
HCM-SANG-1321-C18	HCM-SANG-1321-C18-01A	T	0.29	0.25	no normal	0.27	NA	0.238727	1.8	2.14	no normal	2.16	2.082858896
HCM-BROD-0959-C18	HCM-BROD-0959-C18-06A	T	0.28	0.26	0.229737281	0.27	0.46	0.261261	2.65	2.86	3.453828433	2.92	3.142614531
HCM-CSHL-0059-C25	HCM-CSHL-0059-C25-01A	T	0.2	0.26	0.25	0.3	0.54	0.111127	2	2.04	2.46	2.02	2.788234232
HCM-CSHL-0081-C25	HCM-CSHL-0081-C25-01A	T	0.3	0.26	0.47	0.29	0.61	0.283736	1.95	1.87	4.04	1.84	1.900382625
HCM-CSHL-0182-C25	HCM-CSHL-0182-C25-01A	T	0.36	0.26	0.27	0.24	0.54	0.21366	2.1	3.43	3.45	4.5	5.198292039
HCM-SANG-1090-C18	HCM-SANG-1090-C18-08A	T	0.3	0.26	0.036760092	0.22	NA	0.0470725	2	1.98	2.828698056	2	2.149797348
HCM-BROD-0210-C71	HCM-BROD-0210-C71-02A	T	1	0.27	0.28	0.27	0.58	0.287967	2	1.92	1.92	1.92	1.961940361
HCM-BROD-0643-C43	HCM-BROD-0643-C43-06A	T	1	0.27	0.28	0.27	0.61	0.28356	1.95	2.13	2.18	2.1	2.121616194
HCM-CSHL-0189-C25	HCM-CSHL-0189-C25-01A	T	1	0.27	0.27	0.3	0.61	0.279975	1.95	1.94	2.25	1.96	1.993357314
HCM-CSHL-0817-C22	HCM-CSHL-0817-C22-01A	T	0.5	0.27	0.29	0.23	0.74	0.251268	1.85	3.7	3.8	2.66	1.84866018
HCM-CSHL-0076-C25	HCM-CSHL-0076-C25-01A	T	0.24	0.28	0.29	0.31	0.57	0.348822	1.85	1.88	2.33	1.9	1.931398451
HCM-CSHL-0085-C24	HCM-CSHL-0085-C24-01A	T	0.35	0.28	0.3	0.31	NA	0.295453	1.9	2.36	2.32	2.4	2.40672442
HCM-CSHL-0092-C25	HCM-CSHL-0092-C25-01A	T	0.39	0.28	0.28	0.32	0.52	0.28774	1.85	1.97	2.12	1.98	1.976274035
HCM-CSHL-0248-C19	HCM-CSHL-0248-C19-01A	T	0.27	0.28	0.31	0.25	0.76	0.249264	3.85	3.22	2.96	4.3	1.452988122
HCM-CSHL-0261-C50	HCM-CSHL-0261-C50-01A	T	0.48	0.28	0.32	0.33	0.51	0.276733	1.95	3.52	3.57	3.5	3.436571801
HCM-CSHL-0379-C18	HCM-CSHL-0379-C18-01B	T	0.42	0.28	0.35	0.24	0.69	0.156111	1.65	2.27	2.36	2.26	2.338946125
HCM-CSHL-0808-C55	HCM-CSHL-0808-C55-01A	T	0.3	0.28	0.271554613	0.18	0.47	0.121341	1.9	1.72	1.840568457	3.35	3.73169293
HCM-SANG-1301-C20	HCM-SANG-1301-C20-08A	T	0.31	0.28	0.289942813	0.29	NA	0.288555	1.9	2.1	2.269392124	2.08	2.10672271
