,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
TCGA-97-8547-01,,TCGA Tumor,LUAD,-0.309528026,-2.839624475
TCGA-CC-A7IK-01,,TCGA Tumor,LIHC,1.298667636,3.785769392
TCGA-13-0911-01,,TCGA Tumor,OV,1.397477534,7.854600359
TARGET-50-PAJPDN-01,,TCGA Tumor,WT,-4.098901305,6.962861944
TCGA-P4-A5EB-01,,TCGA Tumor,KIRP,-0.865725431,7.665395666
TCGA-MI-A75H-01,,TCGA Tumor,LIHC,1.341128316,3.882407595
TCGA-CV-A6JZ-01,,TCGA Tumor,HNSC,-6.467290911,0.630427409
TCGA-E2-A14N-01,,TCGA Tumor,BRCA,0.883923944,-1.556397389
TCGA-B9-5156-01,,TCGA Tumor,KIRP,-0.826232943,7.620410372
TCGA-85-7844-01,,TCGA Tumor,LUSC,-5.313651118,2.281561543
TCGA-2G-AAKM-01,,TCGA Tumor,TGCT,-1.703766141,5.204907347
TCGA-AB-2808-03,,TCGA Tumor,LAML,-4.925401721,-11.50505502
TCGA-G6-A8L8-01,,TCGA Tumor,KIRC,6.351131883,-6.643162798
TCGA-AN-A049-01,,TCGA Tumor,BRCA,4.292692867,-1.727234792
TCGA-D7-6822-01,,TCGA Tumor,STAD,-3.72075418,-2.453636001
TCGA-D5-6932-01,,TCGA Tumor,COAD,-6.113479647,-3.706352304
TCGA-RD-A8N2-01,,TCGA Tumor,STAD,-2.212034259,-1.696600865
TCGA-FA-A6HN-01,,TCGA Tumor,DLBC,-8.591878447,6.954434801
TCGA-UZ-A9PU-01,,TCGA Tumor,KIRP,-0.971363935,7.810275484
TCGA-HN-A2NL-01,,TCGA Tumor,BRCA,0.35082952,-1.338743042
TCGA-AJ-A5DW-01,,TCGA Tumor,UCEC,1.367389646,6.615565706
TCGA-GS-A9TY-01,,TCGA Tumor,DLBC,-8.54894403,6.911500384
TCGA-KS-A4IC-01,,TCGA Tumor,THCA,11.15485999,-0.324226182
TCGA-55-7728-01,,TCGA Tumor,LUAD,-3.387403998,-2.92673118
TCGA-AH-6644-01,,TCGA Tumor,READ,-6.101233516,-3.641705822
TCGA-33-4586-01,,TCGA Tumor,LUSC,-5.281963382,2.407302309
TCGA-IW-A3M5-01,,TCGA Tumor,SARC,0.688771811,1.05535679
TCGA-EM-A1YD-01,,TCGA Tumor,THCA,11.56938216,0.859345902
TCGA-LN-A49S-01,,TCGA Tumor,ESCA,-6.472619567,1.695774485
TCGA-BH-A0GZ-01,,TCGA Tumor,BRCA,3.900453057,-1.778414201
TCGA-JX-A5QV-01,,TCGA Tumor,CESC,-6.19512609,2.037255932
TCGA-49-4510-01,,TCGA Tumor,LUAD,-0.385289225,-2.719669889
TCGA-09-0366-01,,TCGA Tumor,OV,1.760569062,8.54474013
TCGA-D5-5537-01,,TCGA Tumor,COAD,-6.093539748,-3.689748119
TCGA-2Z-A9JI-01,,TCGA Tumor,KIRP,5.610764947,-5.180467199
TCGA-R3-A69X-01,,TCGA Tumor,BLCA,-3.753911528,-0.114734348
TCGA-MT-A51W-01,,TCGA Tumor,HNSC,-6.755975756,0.81544583
TCGA-OR-A5JY-01,,TCGA Tumor,ACC,-3.46967462,-8.620873045
TCGA-2G-AAHC-01,,TCGA Tumor,TGCT,-1.92169312,5.46037953
TCGA-23-1027-01,,TCGA Tumor,OV,1.877865758,8.01061051
TARGET-30-PASRFS-01,,TCGA Tumor,NB,2.741361585,12.99464171
TCGA-VS-A8QH-01,,TCGA Tumor,CESC,-5.713502917,-3.528405737
TCGA-A3-3328-01,,TCGA Tumor,KIRC,-3.547953162,5.09825461
TCGA-BR-6852-01,,TCGA Tumor,STAD,-4.53591207,-3.589696716
TCGA-CV-7089-01,,TCGA Tumor,HNSC,-6.567545924,0.954160083
TCGA-FP-A8CX-01,,TCGA Tumor,STAD,-3.76936439,-3.695006441
TCGA-FY-A3WA-01,,TCGA Tumor,THCA,11.55616709,0.80998366
TCGA-24-2019-01,,TCGA Tumor,OV,1.761170831,8.566489626
TCGA-A6-6137-01,,TCGA Tumor,COAD,-5.955438647,-3.718092512
TCGA-FR-A7U8-06,,TCGA Tumor,SKCM,5.69724175,3.779362847
TCGA-KC-A7F5-01,,TCGA Tumor,PRAD,8.496886697,8.19123118
TARGET-30-PASXRG-01,,TCGA Tumor,NB,2.65600821,12.90800517
TCGA-UZ-A9PQ-01,,TCGA Tumor,KIRP,-0.842388425,7.653729845
TCGA-LP-A5U3-01,,TCGA Tumor,CESC,-5.9705129,1.584006239
TCGA-55-A493-01,,TCGA Tumor,LUAD,-0.032720033,-2.946449112
TARGET-10-PAPGNC-03,,TCGA Tumor,Target-ALL,-8.225451979,-8.192238401
TCGA-F1-A448-01,,TCGA Tumor,STAD,-4.202307257,-3.519952606
TCGA-MP-A4TE-01,,TCGA Tumor,LUAD,-0.84435657,-1.982544016
TCGA-BH-A0DP-01,,TCGA Tumor,BRCA,4.184186902,-1.698419761
TCGA-18-4721-01,,TCGA Tumor,LUSC,-5.30419496,2.491042067
TCGA-WN-A9G9-01,,TCGA Tumor,KIRP,6.002388444,-6.332512449
TCGA-RC-A7SB-01,,TCGA Tumor,LIHC,0.858311709,4.250175882
TCGA-41-5651-01,,TCGA Tumor,GBM,1.729889598,-9.24500234
TCGA-RD-A8N9-01,,TCGA Tumor,STAD,-2.643582616,-1.95004208
TCGA-CC-5264-01,,TCGA Tumor,LIHC,0.463390727,3.618792225
TCGA-E1-A7Z2-01,,TCGA Tumor,LGG,2.01959249,-9.991005491
TCGA-E9-A1RG-01,,TCGA Tumor,BRCA,4.877260175,-1.517377328
TCGA-AB-2830-03,,TCGA Tumor,LAML,-4.920534644,-11.48034437
TCGA-VQ-A8PC-01,,TCGA Tumor,STAD,-3.79212192,-3.711930107
TCGA-LN-A4A6-01,,TCGA Tumor,ESCA,-6.37518743,1.016543735
TCGA-DS-A1O9-01,,TCGA Tumor,CESC,-5.265814338,1.51704197
TCGA-HS-A5NA-01,,TCGA Tumor,SARC,1.914556351,1.59669118
TCGA-DM-A28M-01,,TCGA Tumor,COAD,-6.019929919,-3.702578853
TARGET-20-PASWPT-09,,TCGA Tumor,LAML,-4.668052707,-11.47843702
TCGA-06-0210-01,,TCGA Tumor,GBM,1.38734391,-9.091173719
TCGA-EY-A1GO-01,,TCGA Tumor,UCEC,1.075017061,7.20482247
TARGET-30-PALEVG-01,,TCGA Tumor,NB,2.630794254,12.87931292
TCGA-EE-A182-06,,TCGA Tumor,SKCM,6.116836992,3.759521176
TCGA-S5-AA26-01,,TCGA Tumor,BLCA,-3.623397383,0.126697395
TCGA-EJ-A6RA-01,,TCGA Tumor,PRAD,9.285311189,8.18475001
TCGA-B6-A0IH-01,,TCGA Tumor,BRCA,3.982796397,-1.742446731
TCGA-DD-AAC9-01,,TCGA Tumor,LIHC,1.031688121,4.160346914
TCGA-75-7030-01,,TCGA Tumor,LUAD,-3.406919751,-2.375978063
TCGA-YL-A8SF-01,,TCGA Tumor,PRAD,7.943455663,8.81510203
TCGA-AK-3455-01,,TCGA Tumor,KIRC,6.282177415,-6.809868883
TCGA-MO-A47P-01,,TCGA Tumor,SARC,1.927002039,1.539863278
TCGA-55-7227-01,,TCGA Tumor,LUAD,-0.134822461,-3.119181703
TCGA-KK-A8IJ-01,,TCGA Tumor,PRAD,8.554890123,8.241650034
TCGA-B5-A5OD-01,,TCGA Tumor,UCEC,1.360769417,6.679850031
TCGA-FG-8187-01,,TCGA Tumor,LGG,2.915170398,-10.49553449
TCGA-EL-A3T6-01,,TCGA Tumor,THCA,10.93659445,-0.253297101
TCGA-PG-A914-01,,TCGA Tumor,UCEC,1.51060411,7.471848894
TCGA-FX-A76Y-01,,TCGA Tumor,SARC,1.952603784,1.549509693
TCGA-61-1741-01,,TCGA Tumor,OV,1.512319889,7.85843556
TCGA-BT-A20U-01,,TCGA Tumor,BLCA,-5.756283793,2.013822724
TCGA-2G-AAG3-01,,TCGA Tumor,TGCT,-1.723820243,5.220586706
TCGA-LN-A49W-01,,TCGA Tumor,ESCA,-5.509061847,0.75064664
TCGA-Z2-A8RT-06,,TCGA Tumor,SKCM,5.651553121,3.631269623
TCGA-F2-6879-01,,TCGA Tumor,PAAD,-3.37194303,-2.678028654
TARGET-20-PAKSMZ-03,,TCGA Tumor,LAML,-4.13384727,-12.1056896
TCGA-BT-A42C-01,,TCGA Tumor,BLCA,-3.62212089,0.076659756
TCGA-5L-AAT1-01,,TCGA Tumor,BRCA,4.260761228,-1.697830151
TCGA-2Z-A9JM-01,,TCGA Tumor,KIRP,-0.882122669,7.718478132
TCGA-HZ-A4BH-01,,TCGA Tumor,PAAD,-3.031995568,-2.667679857
TCGA-A8-A06N-01,,TCGA Tumor,BRCA,5.616867509,-1.536280702
TCGA-D8-A27K-01,,TCGA Tumor,BRCA,4.473665204,-1.439409326
TCGA-V5-A7RC-01,,TCGA Tumor,ESCA,-5.918980632,2.421561409
TCGA-CL-5918-01,,TCGA Tumor,READ,-5.927522216,-3.565204691
TCGA-XM-A8RG-01,,TCGA Tumor,THYM,-11.05055574,5.901309897
TCGA-V5-A7RC-06,,TCGA Tumor,ESCA,-5.314832244,2.434245039
TCGA-B5-A3FH-01,,TCGA Tumor,UCEC,1.479364004,6.477598597
TCGA-VR-AA4G-01,,TCGA Tumor,ESCA,-6.537729296,0.605230201
TCGA-38-4630-01,,TCGA Tumor,LUAD,1.424480047,6.726081778
TCGA-61-2012-01,,TCGA Tumor,OV,1.577583757,7.980328013
TCGA-EX-A449-01,,TCGA Tumor,CESC,1.418103185,6.57544129
TCGA-CV-7422-01,,TCGA Tumor,HNSC,-5.999372992,2.440340687
TCGA-55-1592-01,,TCGA Tumor,LUAD,-0.235478315,-3.015714477
TCGA-L5-A8NR-01,,TCGA Tumor,ESCA,-5.36433557,-3.341178964
TCGA-MP-A4TF-01,,TCGA Tumor,LUAD,-1.459664616,-2.262031149
TCGA-BH-A0HX-01,,TCGA Tumor,BRCA,5.629707303,-1.75603206
TCGA-IR-A3LC-01,,TCGA Tumor,CESC,-5.33175138,1.291308094
TCGA-5R-AAAM-01,,TCGA Tumor,LIHC,1.083474364,4.201935221
TCGA-E1-5304-01,,TCGA Tumor,LGG,2.249148216,-10.95903451
TCGA-BC-A3KG-01,,TCGA Tumor,LIHC,0.458334219,3.651294876
TCGA-BH-A8G0-01,,TCGA Tumor,BRCA,4.115287271,-1.728756975
TARGET-10-PASDYK-03,,TCGA Tumor,Target-ALL,-8.300334487,-8.268583845
TCGA-63-A5MT-01,,TCGA Tumor,LUSC,-5.223479781,1.239674855
TCGA-CS-4943-01,,TCGA Tumor,LGG,2.271448817,-10.95605333
TCGA-WZ-A7V5-01,,TCGA Tumor,TGCT,-1.918818269,5.455433775
TCGA-XF-AAML-01,,TCGA Tumor,BLCA,-3.600532565,-0.456767629
TCGA-AX-A3GI-01,,TCGA Tumor,UCEC,1.321962085,6.685576845
TCGA-75-5146-01,,TCGA Tumor,LUAD,-0.298011455,-2.958673309
TCGA-AO-A12H-01,,TCGA Tumor,BRCA,5.649623361,-1.617663573
TARGET-30-PALXTB-01,,TCGA Tumor,NB,2.690689292,12.94778006
TCGA-EX-A69M-01,,TCGA Tumor,CESC,-5.224636588,1.201315094
TCGA-Z4-AAPF-01,,TCGA Tumor,SARC,-3.977636847,6.776291777
TCGA-CN-4738-01,,TCGA Tumor,HNSC,-6.288647685,1.665199567
TCGA-EL-A3ZQ-01,,TCGA Tumor,THCA,11.07895991,-0.431479435
TCGA-CZ-5451-01,,TCGA Tumor,KIRC,6.268715348,-6.830391477
TCGA-13-1411-01,,TCGA Tumor,OV,1.512915578,7.859157492
TCGA-64-5779-01,,TCGA Tumor,LUAD,-0.940281424,-1.750240516
TCGA-A2-A0T6-01,,TCGA Tumor,BRCA,3.732856002,-1.206675838
TCGA-WB-A80K-01,,TCGA Tumor,PCPG,0.04654887,12.9794554
TCGA-C9-A47Z-01,,TCGA Tumor,HNSC,-6.894824061,0.62990724
TCGA-61-1725-01,,TCGA Tumor,OV,1.680151549,7.881998945
TCGA-67-4679-01,,TCGA Tumor,LUAD,-0.176972959,-3.046859096
TCGA-FF-8062-01,,TCGA Tumor,DLBC,-8.575499091,6.937923838
TCGA-DX-A8BO-01,,TCGA Tumor,SARC,1.156223681,1.272454668
TARGET-21-PAMYMA-09,,TCGA Tumor,LAML,-3.948456321,-12.31814725
TCGA-CH-5738-01,,TCGA Tumor,PRAD,8.572262254,8.261413027
TCGA-VQ-A8PP-01,,TCGA Tumor,STAD,-3.359247479,-2.567684482
TCGA-CH-5748-01,,TCGA Tumor,PRAD,8.134562936,8.542881418
TCGA-19-5960-01,,TCGA Tumor,GBM,1.281496909,-9.94062097
TCGA-BJ-A45H-01,,TCGA Tumor,THCA,11.43148467,-0.06410202
TCGA-B0-4706-01,,TCGA Tumor,KIRC,6.180634465,-5.939683985
TCGA-CC-A9FV-01,,TCGA Tumor,LIHC,1.094679799,1.273939062
TCGA-E2-A15I-01,,TCGA Tumor,BRCA,4.307967391,-1.674087118
TCGA-3B-A9HJ-01,,TCGA Tumor,SARC,-8.559526,6.909246374
TCGA-JY-A6F8-01,,TCGA Tumor,ESCA,-3.800835166,-3.666695427
TCGA-L5-A8NE-01,,TCGA Tumor,ESCA,-3.789945636,-3.69161899
TCGA-CG-4436-01,,TCGA Tumor,STAD,-5.820374522,-3.664831947
TCGA-EB-A44R-06,,TCGA Tumor,SKCM,5.373753514,3.699741293
TCGA-DJ-A3V6-01,,TCGA Tumor,THCA,10.9542298,-0.302304636
TCGA-D5-6536-01,,TCGA Tumor,COAD,-6.060434851,-3.639831137
TCGA-DK-AA6P-01,,TCGA Tumor,BLCA,-3.688938174,0.098401033
TCGA-A3-3323-01,,TCGA Tumor,KIRC,6.196255174,-6.281347822
TCGA-W5-AA39-01,,TCGA Tumor,CHOL,0.902940419,4.061396528
TCGA-DH-5140-01,,TCGA Tumor,LGG,1.725696531,-9.248805593
TCGA-FU-A770-01,,TCGA Tumor,CESC,-3.090983662,-2.595934938
TCGA-LL-A5YL-01,,TCGA Tumor,BRCA,4.418487516,-1.161090683
TCGA-TM-A7CF-01,,TCGA Tumor,LGG,2.819152322,-9.743950437
TCGA-TM-A7CF-02,,TCGA Tumor,LGG,2.412618127,-10.68740041
TCGA-3B-A9I0-01,,TCGA Tumor,SARC,1.943879094,1.567569185
TCGA-FD-A6TK-01,,TCGA Tumor,BLCA,-4.051425013,-0.721888136
TCGA-E2-A9RU-01,,TCGA Tumor,BRCA,3.392989841,-1.269638728
TCGA-FS-A1ZK-06,,TCGA Tumor,SKCM,6.024574247,3.616722752
TCGA-C8-A26X-01,,TCGA Tumor,BRCA,4.098950114,-0.923228334
TCGA-FS-A1ZG-06,,TCGA Tumor,SKCM,6.044939008,3.667523552
TCGA-BP-4972-01,,TCGA Tumor,KIRC,6.10507628,-6.015326094
TCGA-XP-A8T8-01,,TCGA Tumor,ESCA,-6.02880815,2.327164818
TCGA-AB-2941-03,,TCGA Tumor,LAML,-5.493646178,-12.42398126
TCGA-LH-A9QB-06,,TCGA Tumor,SKCM,4.979970899,3.39141791
TCGA-22-5492-01,,TCGA Tumor,LUSC,-5.366651091,1.644360472
TCGA-D8-A147-01,,TCGA Tumor,BRCA,1.020824816,-1.541932653
TCGA-IB-A5SQ-01,,TCGA Tumor,PAAD,-2.781254563,-2.49256761
TCGA-S9-A6U2-01,,TCGA Tumor,LGG,2.990279403,-10.55223043
TCGA-KK-A7AW-01,,TCGA Tumor,PRAD,7.918917623,8.85263579
TCGA-IM-A3ED-01,,TCGA Tumor,THCA,11.20757815,-0.293401014
TARGET-30-PAIPGU-01,,TCGA Tumor,NB,2.624713626,12.88042395
TCGA-AB-2832-03,,TCGA Tumor,LAML,-3.851967368,-12.33420617
TCGA-EM-A2CK-01,,TCGA Tumor,THCA,11.5375075,0.829112936
TCGA-V5-AASV-01,,TCGA Tumor,ESCA,-6.566767726,0.550040026
TARGET-20-PASXNR-04,,TCGA Tumor,LAML,-5.505928073,-12.43247468
TCGA-DX-A6YR-01,,TCGA Tumor,SARC,1.310028281,1.685059239
TCGA-K4-A3WV-01,,TCGA Tumor,BLCA,-5.375871215,2.409681011
TCGA-SX-A7SP-01,,TCGA Tumor,KIRP,-0.849919591,7.665949274
TCGA-NC-A5HD-01,,TCGA Tumor,LUSC,-5.359809909,2.244570185
TCGA-DH-A7US-01,,TCGA Tumor,LGG,2.953878608,-10.55615861
TCGA-CJ-4641-01,,TCGA Tumor,KIRC,5.932800737,-5.880610536
TARGET-30-PALWVJ-01,,TCGA Tumor,NB,2.623281207,12.93296378
TCGA-AN-A0FD-01,,TCGA Tumor,BRCA,4.172645297,-1.699089598
TCGA-AN-A0AK-01,,TCGA Tumor,BRCA,5.611089673,-1.691143941
TCGA-85-8048-01,,TCGA Tumor,LUSC,-5.251014743,0.824175109
TCGA-YG-AA3P-06,,TCGA Tumor,SKCM,6.715815988,4.430377413
TCGA-HT-A61B-01,,TCGA Tumor,LGG,1.503868308,-10.16356237
TCGA-D1-A3DA-01,,TCGA Tumor,UCEC,1.453482952,6.595182825
TARGET-10-PANSBR-09,,TCGA Tumor,Target-ALL,-8.290684256,-8.250146459
TCGA-EJ-5505-01,,TCGA Tumor,PRAD,8.969422784,8.290612627
TCGA-FS-A1ZS-06,,TCGA Tumor,SKCM,1.141180005,1.118823815
TCGA-BP-5184-01,,TCGA Tumor,KIRC,6.257185426,-6.831884931
TCGA-B8-5158-01,,TCGA Tumor,KIRC,6.051567998,-5.507029127
TCGA-QQ-A5VB-01,,TCGA Tumor,SARC,1.242208507,1.213862706
TCGA-IB-7897-01,,TCGA Tumor,PAAD,-2.209528479,-1.909419965
TCGA-XU-A92U-01,,TCGA Tumor,THYM,-10.9295688,6.010991503
TCGA-MB-A8JK-01,,TCGA Tumor,SARC,1.301913705,1.691555549
TCGA-AO-A1KS-01,,TCGA Tumor,BRCA,5.375538316,-1.449462723
TCGA-WB-A81V-01,,TCGA Tumor,PCPG,0.155907106,12.8724541
TCGA-AR-A24U-01,,TCGA Tumor,BRCA,4.154746261,-0.950102757
TCGA-B0-4810-01,,TCGA Tumor,KIRC,6.027471509,-5.500388693
TCGA-WR-A838-01,,TCGA Tumor,OV,1.663216915,8.208720614
TCGA-QR-A703-01,,TCGA Tumor,PCPG,0.263563943,12.7666239
TCGA-DK-A3X2-01,,TCGA Tumor,BLCA,-4.019585643,0.258956496
TCGA-E2-A15E-06,,TCGA Tumor,BRCA,5.643112626,-1.63960297
TCGA-DD-AAEA-01,,TCGA Tumor,LIHC,0.87636989,3.940958191
TCGA-L5-A8NI-01,,TCGA Tumor,ESCA,-4.134837184,-3.542653869
TCGA-BP-5195-01,,TCGA Tumor,KIRC,6.164591279,-5.621518205
TCGA-FI-A3PX-01,,TCGA Tumor,UCEC,1.278524604,6.636713434
TCGA-CF-A9FM-01,,TCGA Tumor,BLCA,-3.682713542,0.128347759
TCGA-BR-6710-01,,TCGA Tumor,STAD,-2.740257296,-2.044418644
TCGA-DJ-A3V2-01,,TCGA Tumor,THCA,11.15026042,-0.381651144
TCGA-NC-A5HK-01,,TCGA Tumor,LUSC,-5.134381327,0.720743109
TCGA-CV-6961-01,,TCGA Tumor,HNSC,-5.801906142,0.96284293
TCGA-DJ-A2Q0-01,,TCGA Tumor,THCA,11.30067393,1.0460683
TCGA-44-7662-01,,TCGA Tumor,LUAD,-0.104601953,-2.630387853
TCGA-EE-A20H-06,,TCGA Tumor,SKCM,4.980744806,3.409604717
TCGA-EB-A4P0-01,,TCGA Tumor,SKCM,5.545965638,3.568051983
TCGA-C8-A1HI-01,,TCGA Tumor,BRCA,4.901483503,-1.248441647
TCGA-EA-A5FO-01,,TCGA Tumor,CESC,-5.755833659,1.624332834
TCGA-CU-A0YN-01,,TCGA Tumor,BLCA,-6.45603374,0.376629461
TCGA-R6-A6DN-01,,TCGA Tumor,ESCA,-3.139259133,-2.179046701
TCGA-V1-A8MM-01,,TCGA Tumor,PRAD,8.612850633,8.165308405
TCGA-38-4626-01,,TCGA Tumor,LUAD,-0.579313073,-2.464228939
TCGA-NA-A4R0-01,,TCGA Tumor,UCS,1.369408992,6.679090429
TCGA-CV-7430-01,,TCGA Tumor,HNSC,-6.469307933,1.539437104
TCGA-21-1077-01,,TCGA Tumor,LUSC,-5.334777388,2.420822788
TCGA-D6-6517-01,,TCGA Tumor,HNSC,-6.822200331,0.603119899
TCGA-EF-5831-01,,TCGA Tumor,READ,-5.934445414,-3.670470308
TCGA-E1-A7Z6-01,,TCGA Tumor,LGG,2.282258954,-10.61301668
TCGA-FU-A3HY-01,,TCGA Tumor,CESC,-6.361942324,1.409134079
TCGA-EW-A6SA-01,,TCGA Tumor,BRCA,5.662660566,-1.629607033
TCGA-VS-A8EC-01,,TCGA Tumor,CESC,-5.489192519,2.461065222
TCGA-BH-A0C3-01,,TCGA Tumor,BRCA,3.992528167,-1.736667346
TCGA-13-1506-01,,TCGA Tumor,OV,1.72746655,8.457027842
TCGA-B0-5104-01,,TCGA Tumor,KIRC,6.297780004,-6.784775328
TCGA-AJ-A3EM-01,,TCGA Tumor,UCEC,1.379029062,6.607861448
TCGA-E1-5319-01,,TCGA Tumor,LGG,3.218045678,-10.54927308
TCGA-61-1728-01,,TCGA Tumor,OV,1.644459334,8.100739885
TARGET-30-PAPVRN-01,,TCGA Tumor,NB,2.559993472,12.86439746
TCGA-EA-A5ZD-01,,TCGA Tumor,CESC,-6.260079894,1.58088081
TCGA-E3-A3E3-01,,TCGA Tumor,THCA,11.00175425,-0.580563914
TCGA-AC-A62Y-01,,TCGA Tumor,BRCA,3.89971396,-1.477524709
TCGA-S7-A7WR-01,,TCGA Tumor,PCPG,-0.039223168,13.07921641
TARGET-20-PARXNG-09,,TCGA Tumor,LAML,-3.986897025,-12.23796232
TCGA-D8-A1X9-01,,TCGA Tumor,BRCA,5.663293328,-1.659762572
TCGA-EM-A3AP-01,,TCGA Tumor,THCA,11.53740164,0.847670842
TCGA-D8-A1JD-01,,TCGA Tumor,BRCA,4.455349412,-1.512230586
TCGA-BA-4077-01,,TCGA Tumor,HNSC,-6.094208751,1.602989961
TCGA-YL-A8SB-01,,TCGA Tumor,PRAD,9.275822129,8.015777517
TARGET-30-PARACM-01,,TCGA Tumor,NB,2.752933231,13.00928824
TCGA-CG-5734-01,,TCGA Tumor,STAD,-3.758837733,-3.679391931
TCGA-E9-A1RD-01,,TCGA Tumor,BRCA,5.337964502,-1.345833491
TCGA-FF-A7CR-01,,TCGA Tumor,DLBC,-8.583699736,6.9264354
TCGA-D9-A4Z3-01,,TCGA Tumor,SKCM,5.579081502,3.728530098
TCGA-L5-A88V-01,,TCGA Tumor,ESCA,-3.727895293,-3.316592287
TCGA-E2-A15R-01,,TCGA Tumor,BRCA,5.9720225,-1.645456504
TCGA-PC-A5DO-01,,TCGA Tumor,SARC,1.877069917,1.520504285
TCGA-CU-A3YL-01,,TCGA Tumor,BLCA,-3.632405791,0.102585361
TCGA-ZF-A9R3-01,,TCGA Tumor,BLCA,-3.620595488,-0.015815768
TCGA-PD-A5DF-01,,TCGA Tumor,LIHC,0.759356942,3.88530295
TCGA-LN-A8I1-01,,TCGA Tumor,ESCA,-5.296027217,1.841100503
TCGA-HC-7212-01,,TCGA Tumor,PRAD,7.845238176,8.986534525
TCGA-55-1596-01,,TCGA Tumor,LUAD,-1.200604591,-2.269464086
TCGA-EL-A3H7-01,,TCGA Tumor,THCA,10.97593638,-0.27170242
TCGA-E9-A1N3-01,,TCGA Tumor,BRCA,5.840617624,-1.624087762
TCGA-LN-A4A5-01,,TCGA Tumor,ESCA,-5.488646064,0.731748034
TCGA-YL-A8S9-01,,TCGA Tumor,PRAD,8.390332666,8.245351244
TCGA-CH-5761-01,,TCGA Tumor,PRAD,8.230462995,8.421578814
TCGA-4J-AA1J-01,,TCGA Tumor,CESC,-6.07129148,1.427588869
TCGA-QR-A707-01,,TCGA Tumor,PCPG,-0.061021778,13.10074942
TCGA-IN-A6RI-01,,TCGA Tumor,STAD,-3.898880038,-3.613429617
TCGA-A6-2684-01,,TCGA Tumor,COAD,-4.538751159,-3.390968632
TCGA-86-6851-01,,TCGA Tumor,LUAD,-0.144864056,-2.954771828
TCGA-PL-A8LV-01,,TCGA Tumor,BRCA,0.945460167,-1.595442365
TCGA-KV-A74V-01,,TCGA Tumor,KIRP,-0.890167508,7.717411925
TCGA-DU-6392-01,,TCGA Tumor,LGG,1.63863596,-9.203934263
TCGA-ER-A2ND-06,,TCGA Tumor,SKCM,5.972084012,3.550232817
TCGA-QH-A6CU-01,,TCGA Tumor,LGG,2.346588817,-10.60710771
TARGET-50-PAKGED-01,,TCGA Tumor,WT,-4.203257594,7.141143252
TCGA-B4-5377-01,,TCGA Tumor,KIRC,6.302227941,-6.804818701
TCGA-LP-A4AV-01,,TCGA Tumor,CESC,-6.380616221,0.248707626
TCGA-BP-4960-01,,TCGA Tumor,KIRC,6.249068227,-5.57704265
TCGA-56-8622-01,,TCGA Tumor,LUSC,-6.001096282,0.950833489
TCGA-N7-A4Y8-01,,TCGA Tumor,UCS,0.568708521,1.112470437
TCGA-GM-A3XL-01,,TCGA Tumor,BRCA,0.565518272,-1.377105545
TARGET-20-PARCZL-09,,TCGA Tumor,LAML,-4.799313578,-11.38772447
TCGA-DD-A3A4-01,,TCGA Tumor,LIHC,1.006814149,4.183485438
TCGA-85-7950-01,,TCGA Tumor,LUSC,-5.182897124,1.09595697
TARGET-20-PARCZL-04,,TCGA Tumor,LAML,-4.705205474,-11.43182046
TCGA-VR-AA4D-01,,TCGA Tumor,ESCA,-4.75161222,-2.954654526
TCGA-ED-A7XP-01,,TCGA Tumor,LIHC,0.94971582,4.039279629
TCGA-3R-A8YX-01,,TCGA Tumor,SARC,1.158510592,1.18283527
TCGA-P8-A5KC-01,,TCGA Tumor,PCPG,0.160088759,12.86383002
TCGA-64-5775-01,,TCGA Tumor,LUAD,1.112081435,1.144440461
TCGA-A2-A0T2-01,,TCGA Tumor,BRCA,0.91790798,-1.502837252
TCGA-L5-A893-01,,TCGA Tumor,ESCA,-4.293802295,-2.771918606
TCGA-HV-AA8V-01,,TCGA Tumor,PAAD,-3.030310902,-2.601941418
TCGA-VW-A8FI-01,,TCGA Tumor,LGG,1.239964571,-9.926559042
TCGA-WC-A881-01,,TCGA Tumor,UVM,6.694688287,4.413006712
TCGA-61-1733-01,,TCGA Tumor,OV,1.482766953,7.827536513
TCGA-HT-A74L-01,,TCGA Tumor,LGG,2.906007972,-10.56506021
TCGA-D3-A3CC-06,,TCGA Tumor,SKCM,5.989887204,3.626467873
TCGA-CZ-5462-01,,TCGA Tumor,KIRC,6.128660646,-5.552583765
TCGA-HU-8238-01,,TCGA Tumor,STAD,-3.778480086,-3.710444282
TCGA-2A-A8W3-01,,TCGA Tumor,PRAD,8.50911757,8.181320597
TCGA-EL-A3H4-01,,TCGA Tumor,THCA,11.03228518,-0.500656735
TCGA-EL-A3GV-01,,TCGA Tumor,THCA,11.09913394,-0.452234637
TCGA-CM-6165-01,,TCGA Tumor,COAD,-6.035219703,-3.765372824
TCGA-UF-A7JS-01,,TCGA Tumor,HNSC,-6.299492869,0.131502871
TCGA-BR-6705-01,,TCGA Tumor,STAD,-2.324023042,-1.84688599
TCGA-KL-8329-01,,TCGA Tumor,KICH,-3.562652144,5.104208399
TCGA-HQ-A2OE-01,,TCGA Tumor,BLCA,-3.588568244,0.179729868
TCGA-CC-5259-01,,TCGA Tumor,LIHC,0.459200491,3.594904114
TCGA-HC-A6HX-01,,TCGA Tumor,PRAD,9.271177736,8.105403353
TCGA-CD-8524-01,,TCGA Tumor,STAD,-3.243139777,-2.533684801
