,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
HCM-CSHL-0078-C25-85P,HCM-CSHL-0078-C25,HCMI Model,PAAD,-2.703609738,-2.843073915
HCM-CSHL-0079-C25-85A,HCM-CSHL-0079-C25,HCMI Model,PAAD,-2.750667367,-2.878225159
HCM-CSHL-0080-C25-85A,HCM-CSHL-0080-C25,HCMI Model,PAAD,-2.881836924,-3.042806696
HCM-CSHL-0081-C25-85A,HCM-CSHL-0081-C25,HCMI Model,PAAD,-3.02394012,-2.669063877
HCM-CSHL-0082-C25-85A,HCM-CSHL-0082-C25,HCMI Model,PAAD,-2.933460746,-3.07721455
HCM-CSHL-0084-C25-85A,HCM-CSHL-0084-C25,HCMI Model,PAAD,-3.194856677,-2.981978725
HCM-CSHL-0085-C24-85A,HCM-CSHL-0085-C24,HCMI Model,AMPV,-3.520701442,-2.288140129
HCM-CSHL-0085-C24-85M,HCM-CSHL-0085-C24,HCMI Model,AMPV,-1.484593544,-0.813471924
HCM-CSHL-0088-C25-85A,HCM-CSHL-0088-C25,HCMI Model,PAAD,-2.758886609,-2.858059954
HCM-CSHL-0089-C25-85A,HCM-CSHL-0089-C25,HCMI Model,PAAD,-2.982041392,-3.001342605
HCM-CSHL-0089-C25-85M,HCM-CSHL-0089-C25,HCMI Model,PAAD,-2.844800505,-2.948144745
HCM-CSHL-0090-C25-85A,HCM-CSHL-0090-C25,HCMI Model,PAAD,-2.840009246,-2.891739677
HCM-CSHL-0091-C25-85A,HCM-CSHL-0091-C25,HCMI Model,PAAD,-2.817356381,-2.783075641
HCM-CSHL-0092-C25-85A,HCM-CSHL-0092-C25,HCMI Model,PAAD,-2.795264754,-2.874815058
HCM-CSHL-0093-C25-85A,HCM-CSHL-0093-C25,HCMI Model,PAAD,-2.726991448,-2.824016641
HCM-CSHL-0094-C25-85A,HCM-CSHL-0094-C25,HCMI Model,PAAD,-2.908818755,-2.860157083
HCM-CSHL-0141-C18-85A,HCM-CSHL-0141-C18,HCMI Model,COAD,-5.977898631,-2.823925089
HCM-CSHL-0142-C18-85A,HCM-CSHL-0142-C18,HCMI Model,COAD,-5.755133185,-2.876151155
HCM-CSHL-0143-C20-85A,HCM-CSHL-0143-C20,HCMI Model,READ,-5.92654756,-2.889141153
HCM-CSHL-0147-C24-85A,HCM-CSHL-0147-C24,HCMI Model,AMPV,-4.74459413,-3.467795442
HCM-CSHL-0151-C50-85A,HCM-CSHL-0151-C50,HCMI Model,BRCA,4.296512094,-1.477533411
HCM-CSHL-0153-C50-85E,HCM-CSHL-0153-C50,HCMI Model,BRCA,4.435030427,-1.213710736
HCM-CSHL-0155-C50-85D,HCM-CSHL-0155-C50,HCMI Model,BRCA,4.22478148,-1.751151751
HCM-CSHL-0158-C20-85A,HCM-CSHL-0158-C20,HCMI Model,READ,-5.922758612,-2.658609938
HCM-CSHL-0159-C18-85B,HCM-CSHL-0159-C18,HCMI Model,COAD,-5.527619872,-2.796741318
HCM-CSHL-0160-C18-85A,HCM-CSHL-0160-C18,HCMI Model,COAD,-5.688293013,-3.041688513
HCM-CSHL-0161-C18-85A,HCM-CSHL-0161-C18,HCMI Model,COAD,-5.783596072,-2.621781181
HCM-CSHL-0162-C19-85A,HCM-CSHL-0162-C19,HCMI Model,READ,-5.962217364,-2.701391052
HCM-CSHL-0164-C20-85A,HCM-CSHL-0164-C20,HCMI Model,COAD,-5.795703921,-2.629336189
HCM-CSHL-0174-C22-85A,HCM-CSHL-0174-C22,HCMI Model,CHOL,-1.839944634,-2.282058548
HCM-CSHL-0176-C25-85A,HCM-CSHL-0176-C25,HCMI Model,PAAD,-2.896410498,-2.799927543
HCM-CSHL-0177-C25-85A,HCM-CSHL-0177-C25,HCMI Model,PAAD,-2.767328057,-2.870878052
HCM-CSHL-0178-C25-85A,HCM-CSHL-0178-C25,HCMI Model,PAAD,-2.891204629,-3.006916593
HCM-CSHL-0179-C25-85A,HCM-CSHL-0179-C25,HCMI Model,PAAD,-2.749339137,-2.834900926
HCM-CSHL-0180-C25-85B,HCM-CSHL-0180-C25,HCMI Model,PAAD,-2.772177968,-2.839985918
HCM-CSHL-0181-C25-85B,HCM-CSHL-0181-C25,HCMI Model,PAAD,-2.785854611,-3.029221128
HCM-CSHL-0182-C25-85A,HCM-CSHL-0182-C25,HCMI Model,PAAD,-2.869198594,-2.922754835
HCM-CSHL-0183-C25-85A,HCM-CSHL-0183-C25,HCMI Model,PAAD,-2.987222466,-2.975385736
HCM-CSHL-0184-C25-85A,HCM-CSHL-0184-C25,HCMI Model,PAAD,-2.766703877,-2.841032814
HCM-CSHL-0186-C25-85A,HCM-CSHL-0186-C25,HCMI Model,PAAD,-2.7757583,-2.820122789
HCM-CSHL-0187-C25-85A,HCM-CSHL-0187-C25,HCMI Model,PAAD,-3.121614013,-3.053849529
HCM-CSHL-0189-C25-85A,HCM-CSHL-0189-C25,HCMI Model,PAAD,-3.213361296,-3.015368294
HCM-CSHL-0191-C25-85A,HCM-CSHL-0191-C25,HCMI Model,PAAD,-2.816959414,-2.73453338
HCM-CSHL-0192-C25-85A,HCM-CSHL-0192-C25,HCMI Model,PAAD,-2.984036717,-2.994001697
HCM-CSHL-0193-C25-85A,HCM-CSHL-0193-C25,HCMI Model,PAAD,-2.697090659,-2.783952068
HCM-CSHL-0237-C18-85A,HCM-CSHL-0237-C18,HCMI Model,COAD,-5.961782012,-2.752876352
HCM-CSHL-0238-C18-85A,HCM-CSHL-0238-C18,HCMI Model,COAD,-5.851781878,-2.746091436
HCM-CSHL-0239-C18-85A,HCM-CSHL-0239-C18,HCMI Model,COAD,-5.909026179,-2.720103096
HCM-CSHL-0240-C18-85A,HCM-CSHL-0240-C18,HCMI Model,COAD,-4.409072909,-3.401549887
HCM-CSHL-0242-C18-85A,HCM-CSHL-0242-C18,HCMI Model,COAD,-4.492918048,-3.439107727
HCM-CSHL-0243-C18-85A,HCM-CSHL-0243-C18,HCMI Model,COAD,-5.986255202,-2.663935732
HCM-CSHL-0244-C20-85A,HCM-CSHL-0244-C20,HCMI Model,READ,-5.969921622,-2.728319239
HCM-CSHL-0245-C18-85A,HCM-CSHL-0245-C18,HCMI Model,COAD,-5.982826266,-2.685063671
HCM-CSHL-0245-C18-85M,HCM-CSHL-0245-C18,HCMI Model,COAD,-5.960691962,-2.710277866
HCM-CSHL-0246-C19-85A,HCM-CSHL-0246-C19,HCMI Model,READ,-5.643593344,-2.808736872
HCM-CSHL-0247-C18-85A,HCM-CSHL-0247-C18,HCMI Model,COAD,-5.957376513,-2.752198767
HCM-CSHL-0247-C18-85M,HCM-CSHL-0247-C18,HCMI Model,COAD,-5.8163977,-2.696130108
HCM-CSHL-0248-C19-85A,HCM-CSHL-0248-C19,HCMI Model,COAD,-5.960190806,-2.712793421
HCM-CSHL-0250-C50-85C,HCM-CSHL-0250-C50,HCMI Model,BRCA,4.0445151,-1.681123923
HCM-CSHL-0255-C18-85F,HCM-CSHL-0255-C18,HCMI Model,COAD,-5.865880523,-2.832526277
HCM-CSHL-0257-C18-85A,HCM-CSHL-0257-C18,HCMI Model,COAD,-5.852660212,-2.638277124
HCM-CSHL-0258-C18-85D,HCM-CSHL-0258-C18,HCMI Model,COAD,-5.908183131,-2.688665937
HCM-CSHL-0261-C50-85D,HCM-CSHL-0261-C50,HCMI Model,BRCA,4.124850002,-1.678878378
HCM-CSHL-0317-C18-85A,HCM-CSHL-0317-C18,HCMI Model,COAD,-5.312986407,-3.041974377
HCM-CSHL-0322-C20-85A,HCM-CSHL-0322-C20,HCMI Model,READ,-5.947160754,-2.719818662
HCM-CSHL-0323-C20-85A,HCM-CSHL-0323-C20,HCMI Model,READ,-5.948067221,-2.742292236
HCM-CSHL-0366-C50-85B,HCM-CSHL-0366-C50,HCMI Model,BRCA,-5.17349628,0.691910852
HCM-CSHL-0368-D37-85P,HCM-CSHL-0368-D37,HCMI Model,GBAD,-2.943334374,-3.051547836
HCM-CSHL-0369-D37-85P,HCM-CSHL-0369-D37,HCMI Model,TVA,-5.787572894,-2.668029856
HCM-CSHL-0371-C25-85A,HCM-CSHL-0371-C25,HCMI Model,PAAD,-2.87942985,-2.923587393
HCM-CSHL-0372-C25-85A,HCM-CSHL-0372-C25,HCMI Model,PAAD,-2.758457455,-2.906705927
HCM-CSHL-0373-C25-85A,HCM-CSHL-0373-C25,HCMI Model,PAAD,-2.809771571,-2.868416141
HCM-CSHL-0374-C25-85A,HCM-CSHL-0374-C25,HCMI Model,PAAD,-2.727984462,-2.730470013
HCM-CSHL-0376-D37-85P,HCM-CSHL-0376-D37,HCMI Model,TVA,-5.881916556,-2.728300642
HCM-CSHL-0377-C18-85A,HCM-CSHL-0377-C18,HCMI Model,COAD,-4.45876554,-3.399095844
HCM-CSHL-0378-C18-85A,HCM-CSHL-0378-C18,HCMI Model,COAD,-5.72883657,-2.831186603
HCM-CSHL-0379-C18-85A,HCM-CSHL-0379-C18,HCMI Model,COAD,-5.962566886,-2.716288637
HCM-CSHL-0379-C18-85C,HCM-CSHL-0379-C18,HCMI Model,COAD,-5.984301123,-2.699511122
HCM-CSHL-0380-C18-85A,HCM-CSHL-0380-C18,HCMI Model,COAD,-4.506324801,-3.544542383
HCM-CSHL-0381-C20-85A,HCM-CSHL-0381-C20,HCMI Model,READ,-5.937350783,-2.745253633
HCM-CSHL-0382-C19-85A,HCM-CSHL-0382-C19,HCMI Model,COAD,-5.842621836,-2.692380976
HCM-CSHL-0382-C19-85N,HCM-CSHL-0382-C19,HCMI Model,COAD,-4.945042167,-1.965475391
HCM-CSHL-0383-C18-85A,HCM-CSHL-0383-C18,HCMI Model,COAD,-5.950117144,-2.62553842
HCM-CSHL-0384-D37-85P,HCM-CSHL-0384-D37,HCMI Model,TVA,-5.867587123,-2.669650863
HCM-CSHL-0385-C18-85A,HCM-CSHL-0385-C18,HCMI Model,COAD,-5.940547976,-2.702184271
HCM-CSHL-0393-C18-85A,HCM-CSHL-0393-C18,HCMI Model,COAD,-4.078688178,6.954760004
HCM-CSHL-0403-C25-85D,HCM-CSHL-0403-C25,HCMI Model,PAAD,-2.859486613,-2.952452492
HCM-CSHL-0405-C25-85A,HCM-CSHL-0405-C25,HCMI Model,PAAD,-2.974364075,-2.832231354
HCM-CSHL-0426-C18-85A,HCM-CSHL-0426-C18,HCMI Model,COAD,-4.406076464,-3.414155554
HCM-CSHL-0429-C06-85C,HCM-CSHL-0429-C06,HCMI Model,HNSC,-6.822336707,0.748119105
HCM-CSHL-0432-C20-85A,HCM-CSHL-0432-C20,HCMI Model,READ,-5.837852511,-2.742956947
HCM-CSHL-0433-C24-85A,HCM-CSHL-0433-C24,HCMI Model,CHOL,-2.990961823,-3.066760372
HCM-CSHL-0434-C24-85A,HCM-CSHL-0434-C24,HCMI Model,CHOL,-2.908867631,-3.031523775
HCM-CSHL-0434-C24-85M,HCM-CSHL-0434-C24,HCMI Model,CHOL,-2.736173425,-2.846626591
HCM-CSHL-0438-C18-85A,HCM-CSHL-0438-C18,HCMI Model,COAD,-5.758093867,-2.638791393
HCM-CSHL-0438-C18-85B,HCM-CSHL-0438-C18,HCMI Model,COAD,-4.576640162,-3.389899801
HCM-CSHL-0459-C17-85A,HCM-CSHL-0459-C17,HCMI Model,SIAD,-2.916809115,-2.873189758
HCM-CSHL-0460-C50-85A,HCM-CSHL-0460-C50,HCMI Model,BRCA,4.660456624,-1.510101866
HCM-CSHL-0461-D12-85P,HCM-CSHL-0461-D12,HCMI Model,SESP,-4.069722686,-2.253062557
HCM-CSHL-0464-C50-85D,HCM-CSHL-0464-C50,HCMI Model,BRCA,4.903449979,-1.246132444
HCM-CSHL-0467-C56-85M,HCM-CSHL-0467-C56,HCMI Model,OV,1.349228707,7.928212095
HCM-CSHL-0507-C20-85A,HCM-CSHL-0507-C20,HCMI Model,READ,-5.92570642,-2.721482347
HCM-CSHL-0509-C24-85A,HCM-CSHL-0509-C24,HCMI Model,AMPV,-1.437208447,-0.75534458
HCM-CSHL-0510-D13-85A,HCM-CSHL-0510-D13,HCMI Model,TVA,-2.941949401,-3.055491995
HCM-CSHL-0511-C24-85A,HCM-CSHL-0511-C24,HCMI Model,AMPV,-2.143532786,-2.762749266
HCM-CSHL-0512-C24-85N,HCM-CSHL-0512-C24,HCMI Model,AMPV,-2.797360453,-2.677929233
HCM-CSHL-0512-C24-85O,HCM-CSHL-0512-C24,HCMI Model,AMPV,-2.753788981,-2.737332653
HCM-CSHL-0514-C50-85B,HCM-CSHL-0514-C50,HCMI Model,BRCA,1.328146603,-1.310471486
HCM-CSHL-0516-C56-85B,HCM-CSHL-0516-C56,HCMI Model,OV,-2.793528352,-2.900286268
HCM-CSHL-0582-C18-85M,HCM-CSHL-0582-C18,HCMI Model,COAD,-6.023132834,-2.792620252
HCM-CSHL-0584-C19-85M,HCM-CSHL-0584-C19,HCMI Model,COAD,-5.922016177,-2.705680679
HCM-CSHL-0586-C32-85D,HCM-CSHL-0586-C32,HCMI Model,HNSC,-0.614217195,-1.320539545
HCM-CSHL-0598-C25-85B,HCM-CSHL-0598-C25,HCMI Model,PAAD,-2.840061936,-2.896648716
HCM-CSHL-0600-C25-85A,HCM-CSHL-0600-C25,HCMI Model,PAAD,-2.942879233,-3.071566652
HCM-CSHL-0601-C25-85A,HCM-CSHL-0601-C25,HCMI Model,PAAD,-2.521442685,-2.730222534
HCM-CSHL-0603-C18-85M,HCM-CSHL-0603-C18,HCMI Model,COAD,-6.002468142,-2.941519569
HCM-CSHL-0606-C17-85A,HCM-CSHL-0606-C17,HCMI Model,SIAD,-4.438204798,-3.408939194
HCM-CSHL-0607-C19-85A,HCM-CSHL-0607-C19,HCMI Model,READ,-5.896594558,-2.704980682
HCM-CSHL-0608-C17-85A,HCM-CSHL-0608-C17,HCMI Model,SIAC,-2.265121493,-2.392872166
HCM-CSHL-0617-C22-85A,HCM-CSHL-0617-C22,HCMI Model,LIHC,0.04339188,3.213541437
HCM-CSHL-0618-C18-85M,HCM-CSHL-0618-C18,HCMI Model,COAD,-5.979249511,-2.635166
HCM-CSHL-0621-C18-85M,HCM-CSHL-0621-C18,HCMI Model,COAD,-5.830659423,-2.812601398
HCM-CSHL-0622-C18-85A,HCM-CSHL-0622-C18,HCMI Model,COAD,-5.746399436,-2.519539665
HCM-CSHL-0623-C18-85A,HCM-CSHL-0623-C18,HCMI Model,COAD,-5.922008071,-2.793840002
HCM-CSHL-0625-C18-85M,HCM-CSHL-0625-C18,HCMI Model,COAD,-5.983868155,-2.786157678
HCM-CSHL-0634-C30-85A,HCM-CSHL-0634-C30,HCMI Model,HNSC,-5.866154704,1.821808625
HCM-CSHL-0636-C02-85A,HCM-CSHL-0636-C02,HCMI Model,HNSC,-5.719101462,1.088076402
HCM-CSHL-0639-C56-85A,HCM-CSHL-0639-C56,HCMI Model,OV,1.864036646,8.304815699
HCM-CSHL-0653-C18-85O,HCM-CSHL-0653-C18,HCMI Model,COAD,-4.908540282,-1.951451134
HCM-CSHL-0654-C26-85M,HCM-CSHL-0654-C26,HCMI Model,MISC,-3.426702771,-3.209607195
HCM-CSHL-0655-C50-85N,HCM-CSHL-0655-C50,HCMI Model,BRCA,1.068935719,-1.405061792
HCM-CSHL-0657-C25-85A,HCM-CSHL-0657-C25,HCMI Model,PAAD,-5.739332709,-2.824935745
HCM-CSHL-0658-C20-85O,HCM-CSHL-0658-C20,HCMI Model,READ,-5.84478477,-2.72022612
HCM-CSHL-0659-C18-85N,HCM-CSHL-0659-C18,HCMI Model,COAD,-5.928470168,-2.662252258
HCM-CSHL-0664-C18-85M,HCM-CSHL-0664-C18,HCMI Model,COAD,-5.951568637,-2.77846248
HCM-CSHL-0665-C24-85M,HCM-CSHL-0665-C24,HCMI Model,CHOL,-2.67601541,-2.883466553
HCM-CSHL-0666-C24-85P,HCM-CSHL-0666-C24,HCMI Model,AMPV,-2.933896098,-3.045068573
HCM-CSHL-0668-C18-85A,HCM-CSHL-0668-C18,HCMI Model,COAD,-5.949000869,-2.818979811
HCM-CSHL-0669-C18-85M,HCM-CSHL-0669-C18,HCMI Model,COAD,-4.710970912,-3.063345503
HCM-CSHL-0670-C18-85M,HCM-CSHL-0670-C18,HCMI Model,COAD,-5.913591418,-2.67548592
HCM-CSHL-0698-C06-85A,HCM-CSHL-0698-C06,HCMI Model,HNSC,-5.229151759,2.412224461
HCM-CSHL-0699-C56-85B,HCM-CSHL-0699-C56,HCMI Model,OV,1.731212106,8.022089411
HCM-CSHL-0725-C02-85A,HCM-CSHL-0725-C02,HCMI Model,HNSC,-6.573802981,1.231069375
HCM-CSHL-0726-C18-85M,HCM-CSHL-0726-C18,HCMI Model,READ,-5.933971438,-2.698062729
HCM-CSHL-0727-C18-85M,HCM-CSHL-0727-C18,HCMI Model,COAD,-5.935428176,-2.754240583
HCM-CSHL-0728-C25-85A,HCM-CSHL-0728-C25,HCMI Model,PAAD,-2.718498263,-2.53066523
HCM-CSHL-0729-C18-85A,HCM-CSHL-0729-C18,HCMI Model,COAD,-5.980213198,-2.624083589
HCM-CSHL-0730-C25-85A,HCM-CSHL-0730-C25,HCMI Model,PAAD,-2.729361329,-2.834781717
HCM-CSHL-0731-C19-85M,HCM-CSHL-0731-C19,HCMI Model,READ,-5.877500567,-2.771647524
HCM-CSHL-0736-C18-85N,HCM-CSHL-0736-C18,HCMI Model,COAD,-4.154243026,-2.192409824
HCM-CSHL-0737-C18-85M,HCM-CSHL-0737-C18,HCMI Model,COAD,-5.962650332,-2.621361326
HCM-CSHL-0740-C18-85N,HCM-CSHL-0740-C18,HCMI Model,COAD,-5.916856799,-2.633241724
HCM-CSHL-0765-C56-85P,HCM-CSHL-0765-C56,HCMI Model,OV,1.430601921,7.975492407
HCM-CSHL-0768-C56-85B,HCM-CSHL-0768-C56,HCMI Model,OV,1.666762676,8.365447451
HCM-CSHL-0768-C56-85N,HCM-CSHL-0768-C56,HCMI Model,OV,1.630510059,8.119142939
HCM-CSHL-0768-C56-85O,HCM-CSHL-0768-C56,HCMI Model,OV,1.680218187,8.461430956
HCM-CSHL-0773-C50-85N,HCM-CSHL-0773-C50,HCMI Model,BRCA,4.731568303,-1.596192907
HCM-CSHL-0800-C67-85A,HCM-CSHL-0800-C67,HCMI Model,BLCA,-3.66204885,0.019503374
HCM-CSHL-0801-C56-85B,HCM-CSHL-0801-C56,HCMI Model,OV,1.088885095,6.609684874
HCM-CSHL-0802-C67-85B,HCM-CSHL-0802-C67,HCMI Model,BLCA,-3.500071559,-0.752532076
HCM-CSHL-0803-C54-85A,HCM-CSHL-0803-C54,HCMI Model,UCEC,-6.643434558,0.287484739
HCM-CSHL-0806-C54-85A,HCM-CSHL-0806-C54,HCMI Model,UCEC,1.455989328,7.031016279
HCM-CSHL-0807-C54-85B,HCM-CSHL-0807-C54,HCMI Model,UCEC,0.042062875,0.588694919
HCM-CSHL-0808-C55-85A,HCM-CSHL-0808-C55,HCMI Model,UCEC,1.626821008,7.998376776
HCM-CSHL-0809-C54-85A,HCM-CSHL-0809-C54,HCMI Model,UCEC,1.676916566,8.351870943
HCM-CSHL-0810-C54-85B,HCM-CSHL-0810-C54,HCMI Model,UCEC,-3.086467299,-3.086458038
HCM-CSHL-0811-C55-85A,HCM-CSHL-0811-C55,HCMI Model,UCEC,0.130367425,0.605979611
HCM-CSHL-0812-C54-85B,HCM-CSHL-0812-C54,HCMI Model,UCEC,1.502685037,7.807871748
HCM-CSHL-0814-C54-85A,HCM-CSHL-0814-C54,HCMI Model,UCEC,1.42551848,7.775223662
HCM-CSHL-0817-C22-85A,HCM-CSHL-0817-C22,HCMI Model,CHOL,-2.420591149,-2.457457136
HCM-CSHL-0818-C56-85P,HCM-CSHL-0818-C56,HCMI Model,OV,1.398959782,6.913717199
HCM-CSHL-0820-C34-85B,HCM-CSHL-0820-C34,HCMI Model,LUAD,-0.814622197,-2.177035164
HCM-CSHL-0821-C19-85M,HCM-CSHL-0821-C19,HCMI Model,COAD,-5.777990851,-2.861113619
HCM-CSHL-0823-C34-85M,HCM-CSHL-0823-C34,HCMI Model,LUSC,-5.516058955,2.413776566
HCM-CSHL-0835-C20-85N,HCM-CSHL-0835-C20,HCMI Model,READ,-5.849755797,-2.679673981
HCM-CSHL-0837-D01-85P,HCM-CSHL-0837-D01,HCMI Model,PAAD,-2.806942019,-3.030882429
HCM-CSHL-0838-C18-85M,HCM-CSHL-0838-C18,HCMI Model,COAD,-4.964798484,-2.000166248
HCM-CSHL-0839-C34-85M,HCM-CSHL-0839-C34,HCMI Model,LUAD,-0.238386009,-2.897908996
HCM-CSHL-0852-C76-85A,HCM-CSHL-0852-C76,HCMI Model,HNSC,-5.251174483,2.031627227
HCM-CSHL-0853-C56-85B,HCM-CSHL-0853-C56,HCMI Model,OV,1.607784953,8.137073923
HCM-CSHL-0853-C56-85D,HCM-CSHL-0853-C56,HCMI Model,OV,1.736226406,8.455911089
HCM-CSHL-0853-C56-85F,HCM-CSHL-0853-C56,HCMI Model,OV,1.723525372,8.44845431
HCM-CSHL-0853-C56-85G,HCM-CSHL-0853-C56,HCMI Model,OV,1.910153833,8.348401476
HCM-CSHL-0857-C19-85M,HCM-CSHL-0857-C19,HCMI Model,READ,-5.864985022,-2.605530571
HCM-CSHL-0858-C25-85M,HCM-CSHL-0858-C25,HCMI Model,PAAD,-2.711387906,-2.845299076
HCM-CSHL-0859-C22-85A,HCM-CSHL-0859-C22,HCMI Model,CHOL,-2.756624017,-2.903395723
HCM-CSHL-0860-C18-85M,HCM-CSHL-0860-C18,HCMI Model,COAD,-5.936062846,-2.709967922
HCM-CSHL-0861-C25-85M,HCM-CSHL-0861-C25,HCMI Model,PAAD,-3.23492125,-3.25445969
HCM-CSHL-0863-C18-85A,HCM-CSHL-0863-C18,HCMI Model,COAD,-4.509644542,-3.487047266
HCM-CSHL-0864-C44-85B,HCM-CSHL-0864-C44,HCMI Model,SSCC,-6.754667315,0.600755144
HCM-CSHL-0867-C18-85B,HCM-CSHL-0867-C18,HCMI Model,COAD,-4.390648875,-3.45515592
HCM-CSHL-0868-C56-85A,HCM-CSHL-0868-C56,HCMI Model,OV,1.591065135,7.972896506
HCM-CSHL-0875-C67-85B,HCM-CSHL-0875-C67,HCMI Model,BLCA,-3.697022948,0.154216987
HCM-CSHL-0878-C18-85A,HCM-CSHL-0878-C18,HCMI Model,COAD,-5.926030192,-2.714414905
HCM-CSHL-0880-C18-85M,HCM-CSHL-0880-C18,HCMI Model,COAD,-5.572132621,-2.720604967
HCM-CSHL-0881-C20-85B,HCM-CSHL-0881-C20,HCMI Model,READ,-5.973334822,-2.69590218
HCM-CSHL-0900-C54-85B,HCM-CSHL-0900-C54,HCMI Model,UCEC,1.787107315,7.964682032
HCM-CSHL-0907-C50-85B,HCM-CSHL-0907-C50,HCMI Model,BRCA,0.904510882,-1.511837434
HCM-CSHL-1096-C44-85B,HCM-CSHL-1096-C44,HCMI Model,SSCC,-5.347707782,1.137574364
HCM-CSHL-1097-C18-85A,HCM-CSHL-1097-C18,HCMI Model,COAD,-4.334281478,-3.364377807
HCM-CSHL-1262-C19-85M,HCM-CSHL-1262-C19,HCMI Model,COAD,-5.940999064,-2.740237306
HCM-CSHL-1263-C24-85M,HCM-CSHL-1263-C24,HCMI Model,AMPV,-2.527916226,-2.468941521
HCM-CSHL-1265-C25-85A,HCM-CSHL-1265-C25,HCMI Model,PAAD,-4.898838076,-1.933148216
HCM-CSHL-1266-C20-85M,HCM-CSHL-1266-C20,HCMI Model,READ,-4.864545378,-1.875359963
HCM-CSHL-1266-C20-85N,HCM-CSHL-1266-C20,HCMI Model,READ,-4.838034186,-1.837779592
HCM-CSHL-1267-C22-85A,HCM-CSHL-1267-C22,HCMI Model,CHOL,-0.142379794,2.971392084
HCM-CSHL-1268-C24-85M,HCM-CSHL-1268-C24,HCMI Model,AMPV,-4.283414874,-3.367049288
HCM-CSHL-1269-C18-85M,HCM-CSHL-1269-C18,HCMI Model,COAD,-5.991097007,-2.746857714
HCM-CSHL-1270-C18-85N,HCM-CSHL-1270-C18,HCMI Model,COAD,-5.931363139,-2.702040027
HCM-SANG-0265-C18-85A,HCM-SANG-0265-C18,HCMI Model,COAD,-5.906971488,-2.722229551
HCM-SANG-0266-C20-85B,HCM-SANG-0266-C20,HCMI Model,READ,-4.840143714,-3.038676094
HCM-SANG-0267-D12-85A,HCM-SANG-0267-D12,HCMI Model,TVA,-5.711710486,-2.631501507
HCM-SANG-0268-C18-85A,HCM-SANG-0268-C18,HCMI Model,COAD,-5.386724505,-2.698021005
HCM-SANG-0269-C18-85A,HCM-SANG-0269-C18,HCMI Model,COAD,-5.855695758,-2.645675491
HCM-SANG-0270-C20-85A,HCM-SANG-0270-C20,HCMI Model,READ,-5.842879329,-2.759092878
HCM-SANG-0271-D12-85B,HCM-SANG-0271-D12,HCMI Model,COTA,-5.899598155,-2.639881681
HCM-SANG-0272-C20-85A,HCM-SANG-0272-C20,HCMI Model,READ,-5.87700418,-2.609894823
HCM-SANG-0273-C18-85A,HCM-SANG-0273-C18,HCMI Model,COAD,-4.318183932,-3.33299477
HCM-SANG-0274-C18-85A,HCM-SANG-0274-C18,HCMI Model,COAD,-4.898289714,-1.909633826
HCM-SANG-0275-C18-85A,HCM-SANG-0275-C18,HCMI Model,COAD,-5.888754878,-2.661381553
HCM-SANG-0276-C18-85A,HCM-SANG-0276-C18,HCMI Model,COAD,-5.896389041,-2.696144651
HCM-SANG-0277-C18-85A,HCM-SANG-0277-C18,HCMI Model,COAD,-5.883192096,-2.675587486
HCM-SANG-0278-C20-85A,HCM-SANG-0278-C20,HCMI Model,READ,-5.873774085,-2.669004272
HCM-SANG-0280-C18-85A,HCM-SANG-0280-C18,HCMI Model,COAD,-5.932963881,-2.818832945
HCM-SANG-0281-C18-85A,HCM-SANG-0281-C18,HCMI Model,COAD,-5.888783965,-2.701621841
HCM-SANG-0282-C18-85B,HCM-SANG-0282-C18,HCMI Model,COAD,-4.42726377,-3.458996605
HCM-SANG-0283-C18-85A,HCM-SANG-0283-C18,HCMI Model,COAD,-5.982214484,-2.714214157
HCM-SANG-0284-C18-85A,HCM-SANG-0284-C18,HCMI Model,COAD,-5.860403571,-2.717750381
HCM-SANG-0285-C18-85A,HCM-SANG-0285-C18,HCMI Model,COAD,-5.68924478,-2.783800911
HCM-SANG-0286-C20-85A,HCM-SANG-0286-C20,HCMI Model,READ,-5.780283007,-2.670921396
HCM-SANG-0287-C20-85A,HCM-SANG-0287-C20,HCMI Model,READ,-5.795519862,-2.754052471
HCM-SANG-0288-C18-85A,HCM-SANG-0288-C18,HCMI Model,COAD,-4.377382312,-3.373977493
HCM-SANG-0289-C15-85A,HCM-SANG-0289-C15,HCMI Model,ESCA,-3.05184463,-2.960449051
HCM-SANG-0291-C15-85A,HCM-SANG-0291-C15,HCMI Model,ESCA,-3.062573943,-3.14539678
HCM-SANG-0292-C15-85A,HCM-SANG-0292-C15,HCMI Model,ESCA,-2.965230975,-2.959936451
HCM-SANG-0293-C15-85A,HCM-SANG-0293-C15,HCMI Model,ESCA,-2.847855363,-3.027115892
HCM-SANG-0294-C15-85A,HCM-SANG-0294-C15,HCMI Model,ESCA,-3.024037394,-3.136660408
HCM-SANG-0295-C15-85A,HCM-SANG-0295-C15,HCMI Model,ESCA,-2.84921411,-2.978319239
HCM-SANG-0296-C15-85A,HCM-SANG-0296-C15,HCMI Model,ESCA,-2.833935294,-2.997249674
HCM-SANG-0297-C15-85A,HCM-SANG-0297-C15,HCMI Model,ESCA,-2.772475514,-2.862584423
HCM-SANG-0298-C15-85A,HCM-SANG-0298-C15,HCMI Model,ESCA,-5.923074279,-2.662797998
