gene,both,model-only,tumor-only,total,cancer_type
BCL2L11,2.0,0.0,1.0,3.0,COAD
INPPL1,2.0,1.0,0.0,3.0,COAD
CDH1,1.0,2.0,0.0,3.0,COAD
PTPN11,2.0,1.0,0.0,3.0,COAD
KLF5,2.0,0.0,1.0,3.0,COAD
POLQ,1.0,2.0,0.0,3.0,COAD
PPM1D,3.0,0.0,0.0,3.0,COAD
PPP2R1A,3.0,0.0,0.0,3.0,COAD
CARD11,3.0,0.0,0.0,3.0,COAD
CUL1,2.0,1.0,0.0,3.0,COAD
PIK3R1,3.0,0.0,0.0,3.0,COAD
PLXNB2,3.0,0.0,0.0,3.0,COAD
SIN3A,3.0,0.0,0.0,3.0,COAD
SMAD2,3.0,0.0,0.0,3.0,COAD
EGFR,2.0,1.0,0.0,3.0,COAD
GRIN2D,2.0,1.0,0.0,3.0,COAD
HGF,2.0,1.0,0.0,3.0,COAD
RHOA,2.0,0.0,1.0,3.0,COAD
PMS1,3.0,0.0,0.0,3.0,COAD
PMS2,3.0,0.0,0.0,3.0,COAD
LATS1,3.0,0.0,0.0,3.0,COAD
MAP2K1,2.0,1.0,0.0,3.0,COAD
NCOR1,2.0,1.0,0.0,3.0,COAD
TBL1XR1,3.0,0.0,0.0,3.0,COAD
GATA3,2.0,1.0,0.0,3.0,COAD
AXIN2,3.0,0.0,0.0,3.0,COAD
RUNX1,2.0,1.0,0.0,3.0,COAD
NUP93,2.0,1.0,0.0,3.0,COAD
PAX5,1.0,2.0,0.0,3.0,COAD
MSH6,3.0,0.0,0.0,3.0,COAD
CNBD1,3.0,0.0,0.0,3.0,COAD
USP9X,2.0,1.0,0.0,3.0,COAD
ZBTB20,3.0,0.0,0.0,3.0,COAD
TGIF1,2.0,0.0,0.0,2.0,COAD
ASXL2,1.0,1.0,0.0,2.0,COAD
ARHGAP35,2.0,0.0,0.0,2.0,COAD
WT1,1.0,1.0,0.0,2.0,COAD
DICER1,1.0,1.0,0.0,2.0,COAD
SMC3,1.0,1.0,0.0,2.0,COAD
MEN1,1.0,1.0,0.0,2.0,COAD
MSH2,1.0,0.0,1.0,2.0,COAD
NFE2L2,2.0,0.0,0.0,2.0,COAD
NSD1,1.0,1.0,0.0,2.0,COAD
NUP133,2.0,0.0,0.0,2.0,COAD
ATXN3,2.0,0.0,0.0,2.0,COAD
B2M,2.0,0.0,0.0,2.0,COAD
PBRM1,2.0,0.0,0.0,2.0,COAD
CDKN2A,1.0,1.0,0.0,2.0,COAD
CHEK2,1.0,1.0,0.0,2.0,COAD
PDGFRA,2.0,0.0,0.0,2.0,COAD
KRT222,2.0,0.0,0.0,2.0,COAD
SMARCA1,1.0,0.0,1.0,2.0,COAD
RHEB,1.0,1.0,0.0,2.0,COAD
IDH2,2.0,0.0,0.0,2.0,COAD
BRCA1,2.0,0.0,0.0,2.0,COAD
BRCA2,2.0,0.0,0.0,2.0,COAD
LEMD2,2.0,0.0,0.0,2.0,COAD
MAP3K1,2.0,0.0,0.0,2.0,COAD
MAP3K4,2.0,0.0,0.0,2.0,COAD
PIM1,0.0,2.0,0.0,2.0,COAD
PTPDC1,2.0,0.0,0.0,2.0,COAD
PTPRD,2.0,0.0,0.0,2.0,COAD
RARA,0.0,2.0,0.0,2.0,COAD
RASA1,1.0,0.0,1.0,2.0,COAD
RET,1.0,0.0,1.0,2.0,COAD
DACH1,1.0,1.0,0.0,2.0,COAD
DHX9,2.0,0.0,0.0,2.0,COAD
PSIP1,2.0,0.0,0.0,2.0,COAD
KIT,2.0,0.0,0.0,2.0,COAD
TCF12,2.0,0.0,0.0,2.0,COAD
ZC3H12A,2.0,0.0,0.0,2.0,COAD
ERCC2,1.0,1.0,0.0,2.0,COAD
ESR1,1.0,1.0,0.0,2.0,COAD
FGFR3,1.0,1.0,0.0,2.0,COAD
AR,1.0,1.0,0.0,2.0,COAD
XPO1,1.0,1.0,0.0,2.0,COAD
ZMYM3,2.0,0.0,0.0,2.0,COAD
ZNF133,1.0,1.0,0.0,2.0,COAD
CTNND1,1.0,1.0,0.0,2.0,COAD
MTOR,2.0,0.0,0.0,2.0,COAD
MUC6,1.0,1.0,0.0,2.0,COAD
MAX,2.0,0.0,0.0,2.0,COAD
UNCX,1.0,0.0,0.0,1.0,COAD
ABL1,0.0,1.0,0.0,1.0,COAD
FGFR2,1.0,0.0,0.0,1.0,COAD
JAK3,1.0,0.0,0.0,1.0,COAD
KANSL1,1.0,0.0,0.0,1.0,COAD
KEAP1,1.0,0.0,0.0,1.0,COAD
CBFB,1.0,0.0,0.0,1.0,COAD
CCND1,1.0,0.0,0.0,1.0,COAD
CD79B,1.0,0.0,0.0,1.0,COAD
PTMA,1.0,0.0,0.0,1.0,COAD
CYSLTR2,1.0,0.0,0.0,1.0,COAD
DDX3X,1.0,0.0,0.0,1.0,COAD
POLRMT,0.0,1.0,0.0,1.0,COAD
PPP6C,1.0,0.0,0.0,1.0,COAD
JAK1,0.0,1.0,0.0,1.0,COAD
RAD21,1.0,0.0,0.0,1.0,COAD
RBM10,1.0,0.0,0.0,1.0,COAD
RFC1,0.0,1.0,0.0,1.0,COAD
LATS2,1.0,0.0,0.0,1.0,COAD
PIK3R2,1.0,0.0,0.0,1.0,COAD
PLCB4,1.0,0.0,0.0,1.0,COAD
CYLD,1.0,0.0,0.0,1.0,COAD
HRAS,1.0,0.0,0.0,1.0,COAD
IDH1,0.0,1.0,0.0,1.0,COAD
IRF2,1.0,0.0,0.0,1.0,COAD
BCL2,1.0,0.0,0.0,1.0,COAD
BTG2,1.0,0.0,0.0,1.0,COAD
DNMT3A,1.0,0.0,0.0,1.0,COAD
EEF1A1,1.0,0.0,0.0,1.0,COAD
EEF2,1.0,0.0,0.0,1.0,COAD
EGR3,1.0,0.0,0.0,1.0,COAD
RPS6KA3,1.0,0.0,0.0,1.0,COAD
SMAD3,0.0,0.0,1.0,1.0,COAD
CDK4,1.0,0.0,0.0,1.0,COAD
CDKN1B,1.0,0.0,0.0,1.0,COAD
PHF6,0.0,1.0,0.0,1.0,COAD
ATF7IP,1.0,0.0,0.0,1.0,COAD
ATR,1.0,0.0,0.0,1.0,COAD
AXIN1,1.0,0.0,0.0,1.0,COAD
SMC1A,1.0,0.0,0.0,1.0,COAD
FOXA1,1.0,0.0,0.0,1.0,COAD
FOXA2,1.0,0.0,0.0,1.0,COAD
MET,1.0,0.0,0.0,1.0,COAD
MGMT,1.0,0.0,0.0,1.0,COAD
MYCN,0.0,1.0,0.0,1.0,COAD
GNA11,1.0,0.0,0.0,1.0,COAD
GNA13,1.0,0.0,0.0,1.0,COAD
GPS2,1.0,0.0,0.0,1.0,COAD
SPOP,1.0,0.0,0.0,1.0,COAD
SPTAN1,1.0,0.0,0.0,1.0,COAD
STK11,1.0,0.0,0.0,1.0,COAD
AKT1,1.0,0.0,0.0,1.0,COAD
ACVR1,1.0,0.0,0.0,1.0,COAD
TLR4,1.0,0.0,0.0,1.0,COAD
ALK,1.0,0.0,0.0,1.0,COTA
APC,1.0,0.0,0.0,1.0,COTA
BRAF,0.0,1.0,0.0,1.0,COTA
CCND2,0.0,1.0,0.0,1.0,COTA
CCNE1,0.0,1.0,0.0,1.0,COTA
CDK5,0.0,1.0,0.0,1.0,COTA
CDK6,0.0,1.0,0.0,1.0,COTA
CHD4,1.0,0.0,0.0,1.0,COTA
EGFR,0.0,1.0,0.0,1.0,COTA
EPHA3,1.0,0.0,0.0,1.0,COTA
IDH1,0.0,1.0,0.0,1.0,COTA
KRAS,1.0,0.0,0.0,1.0,COTA
LZTR1,1.0,0.0,0.0,1.0,COTA
MACF1,0.0,1.0,0.0,1.0,COTA
MYC,1.0,0.0,0.0,1.0,COTA
RB1,0.0,1.0,0.0,1.0,COTA
TERT,1.0,0.0,0.0,1.0,COTA
TP53,1.0,0.0,0.0,1.0,COTA
XPO1,0.0,1.0,0.0,1.0,COTA
ZNF217,1.0,0.0,0.0,1.0,COTA
CHD4,0.0,1.0,0.0,1.0,DCIS
FOXA1,0.0,0.0,1.0,1.0,DCIS
MAP3K1,1.0,0.0,0.0,1.0,DCIS
PIK3CA,1.0,0.0,0.0,1.0,DCIS
PTPRC,0.0,0.0,1.0,1.0,DCIS
RPS6KA3,0.0,1.0,0.0,1.0,DEST
TP53,29.0,1.0,0.0,30.0,ESCA
CDKN2A,9.0,2.0,1.0,12.0,ESCA
EGFR,4.0,0.0,6.0,10.0,ESCA
CDK6,5.0,2.0,2.0,9.0,ESCA
ARID1A,8.0,0.0,1.0,9.0,ESCA
CCND1,4.0,2.0,2.0,8.0,ESCA
TERT,3.0,1.0,4.0,8.0,ESCA
KRAS,6.0,1.0,1.0,8.0,ESCA
SPTA1,6.0,1.0,0.0,7.0,ESCA
MUC6,6.0,1.0,0.0,7.0,ESCA
APC,6.0,0.0,0.0,6.0,ESCA
DMD,2.0,2.0,1.0,5.0,ESCA
GNAS,4.0,1.0,0.0,5.0,ESCA
TLR4,5.0,0.0,0.0,5.0,ESCA
COL5A1,3.0,2.0,0.0,5.0,ESCA
EPHA3,4.0,0.0,0.0,4.0,ESCA
MDM2,3.0,0.0,1.0,4.0,ESCA
SMAD4,3.0,0.0,1.0,4.0,ESCA
SOX2,0.0,0.0,4.0,4.0,ESCA
PIK3CA,4.0,0.0,0.0,4.0,ESCA
ERBB4,3.0,1.0,0.0,4.0,ESCA
RARA,3.0,1.0,0.0,4.0,ESCA
ARID2,3.0,0.0,0.0,3.0,ESCA
GABRA6,3.0,0.0,0.0,3.0,ESCA
SMARCA4,3.0,0.0,0.0,3.0,ESCA
CDK4,2.0,1.0,0.0,3.0,ESCA
CHD4,3.0,0.0,0.0,3.0,ESCA
PLXNB2,1.0,1.0,1.0,3.0,ESCA
MGA,3.0,0.0,0.0,3.0,ESCA
EP300,1.0,1.0,1.0,3.0,ESCA
KMT2B,3.0,0.0,0.0,3.0,ESCA
CACNA1A,3.0,0.0,0.0,3.0,ESCA
POLQ,3.0,0.0,0.0,3.0,ESCA
KMT2C,2.0,0.0,0.0,2.0,ESCA
AR,2.0,0.0,0.0,2.0,ESCA
ATM,1.0,1.0,0.0,2.0,ESCA
CREBBP,1.0,1.0,0.0,2.0,ESCA
CNBD1,1.0,0.0,1.0,2.0,ESCA
STK11,1.0,1.0,0.0,2.0,ESCA
TBX3,2.0,0.0,0.0,2.0,ESCA
CHD8,1.0,1.0,0.0,2.0,ESCA
CIC,2.0,0.0,0.0,2.0,ESCA
ASXL2,2.0,0.0,0.0,2.0,ESCA
ZFP36L2,2.0,0.0,0.0,2.0,ESCA
PTPRC,1.0,1.0,0.0,2.0,ESCA
RPL5,2.0,0.0,0.0,2.0,ESCA
CDKN1B,1.0,1.0,0.0,2.0,ESCA
CDK12,2.0,0.0,0.0,2.0,ESCA
CUL1,1.0,1.0,0.0,2.0,ESCA
SMARCA1,1.0,1.0,0.0,2.0,ESCA
EGR3,1.0,1.0,0.0,2.0,ESCA
DNMT3A,2.0,0.0,0.0,2.0,ESCA
NOTCH1,2.0,0.0,0.0,2.0,ESCA
NSD1,1.0,1.0,0.0,2.0,ESCA
PDGFRA,1.0,1.0,0.0,2.0,ESCA
PBRM1,2.0,0.0,0.0,2.0,ESCA
FGFR3,2.0,0.0,0.0,2.0,ESCA
FOXQ1,2.0,0.0,0.0,2.0,ESCA
EPHA2,2.0,0.0,0.0,2.0,ESCA
DHX9,1.0,0.0,1.0,2.0,ESCA
MACF1,1.0,1.0,0.0,2.0,ESCA
LATS1,1.0,1.0,0.0,2.0,ESCA
KAT6A,1.0,0.0,1.0,2.0,ESCA
INPPL1,1.0,1.0,0.0,2.0,ESCA
CDH1,2.0,0.0,0.0,2.0,ESCA
SETD2,1.0,1.0,0.0,2.0,ESCA
KIF1A,1.0,1.0,0.0,2.0,ESCA
JAK1,1.0,0.0,1.0,2.0,ESCA
KMT2A,2.0,0.0,0.0,2.0,ESCA
TSC2,1.0,1.0,0.0,2.0,ESCA
ALK,0.0,0.0,2.0,2.0,ESCA
ZCCHC12,1.0,1.0,0.0,2.0,ESCA
AMER1,0.0,0.0,2.0,2.0,ESCA
ATRX,1.0,1.0,0.0,2.0,ESCA
AXIN2,1.0,1.0,0.0,2.0,ESCA
BRCA1,1.0,1.0,0.0,2.0,ESCA
ZNF750,1.0,0.0,0.0,1.0,ESCA
ARAF,1.0,0.0,0.0,1.0,ESCA
BRD7,1.0,0.0,0.0,1.0,ESCA
CARD11,1.0,0.0,0.0,1.0,ESCA
CBFB,1.0,0.0,0.0,1.0,ESCA
CD44,1.0,0.0,0.0,1.0,ESCA
ATXN3,1.0,0.0,0.0,1.0,ESCA
BAP1,0.0,0.0,1.0,1.0,ESCA
BCL2,0.0,1.0,0.0,1.0,ESCA
BCOR,1.0,0.0,0.0,1.0,ESCA
KDM6A,1.0,0.0,0.0,1.0,ESCA
KEAP1,0.0,1.0,0.0,1.0,ESCA
KEL,0.0,1.0,0.0,1.0,ESCA
GNAQ,0.0,1.0,0.0,1.0,ESCA
GPS2,1.0,0.0,0.0,1.0,ESCA
HLA-A,1.0,0.0,0.0,1.0,ESCA
HUWE1,1.0,0.0,0.0,1.0,ESCA
IRF6,0.0,1.0,0.0,1.0,ESCA
KLF5,1.0,0.0,0.0,1.0,ESCA
KMT2D,1.0,0.0,0.0,1.0,ESCA
KRT222,1.0,0.0,0.0,1.0,ESCA
LEMD2,1.0,0.0,0.0,1.0,ESCA
MAP2K1,1.0,0.0,0.0,1.0,ESCA
MAP3K1,0.0,1.0,0.0,1.0,ESCA
MAP3K4,1.0,0.0,0.0,1.0,ESCA
MECOM,1.0,0.0,0.0,1.0,ESCA
MED12,1.0,0.0,0.0,1.0,ESCA
MSH3,0.0,1.0,0.0,1.0,ESCA
MTOR,1.0,0.0,0.0,1.0,ESCA
MYCN,1.0,0.0,0.0,1.0,ESCA
MYH9,0.0,0.0,1.0,1.0,ESCA
NCOR1,0.0,1.0,0.0,1.0,ESCA
FBXW7,1.0,0.0,0.0,1.0,ESCA
FGF1,0.0,0.0,1.0,1.0,ESCA
FGFR1,1.0,0.0,0.0,1.0,ESCA
FGFR2,1.0,0.0,0.0,1.0,ESCA
FLNA,1.0,0.0,0.0,1.0,ESCA
FUBP1,1.0,0.0,0.0,1.0,ESCA
NF1,0.0,0.0,1.0,1.0,ESCA
NIPBL,1.0,0.0,0.0,1.0,ESCA
NUP133,1.0,0.0,0.0,1.0,ESCA
PGR,1.0,0.0,0.0,1.0,ESCA
ERCC2,1.0,0.0,0.0,1.0,ESCA
ESR1,1.0,0.0,0.0,1.0,ESCA
EZH2,1.0,0.0,0.0,1.0,ESCA
FAT1,0.0,1.0,0.0,1.0,ESCA
PIK3CG,1.0,0.0,0.0,1.0,ESCA
PLCG1,1.0,0.0,0.0,1.0,ESCA
PMS2,0.0,0.0,1.0,1.0,ESCA
POLE,1.0,0.0,0.0,1.0,ESCA
POLRMT,1.0,0.0,0.0,1.0,ESCA
DAZAP1,0.0,1.0,0.0,1.0,ESCA
EEF2,1.0,0.0,0.0,1.0,ESCA
ELF3,1.0,0.0,0.0,1.0,ESCA
PPM1D,1.0,0.0,0.0,1.0,ESCA
PPP2R1A,1.0,0.0,0.0,1.0,ESCA
PPP6C,0.0,1.0,0.0,1.0,ESCA
PRKAR1A,1.0,0.0,0.0,1.0,ESCA
PTCH1,1.0,0.0,0.0,1.0,ESCA
PTEN,1.0,0.0,0.0,1.0,ESCA
PTPDC1,1.0,0.0,0.0,1.0,ESCA
PTPRD,1.0,0.0,0.0,1.0,ESCA
RB1,1.0,0.0,0.0,1.0,ESCA
RET,1.0,0.0,0.0,1.0,ESCA
RHEB,1.0,0.0,0.0,1.0,ESCA
RPL22,1.0,0.0,0.0,1.0,ESCA
RPS6KA3,0.0,1.0,0.0,1.0,ESCA
CREB3L3,1.0,0.0,0.0,1.0,ESCA
CTNND1,1.0,0.0,0.0,1.0,ESCA
DACH1,1.0,0.0,0.0,1.0,ESCA
CHD3,1.0,0.0,0.0,1.0,ESCA
SETBP1,1.0,0.0,0.0,1.0,ESCA
SMC1A,0.0,1.0,0.0,1.0,ESCA
SOX17,1.0,0.0,0.0,1.0,ESCA
TBL1XR1,1.0,0.0,0.0,1.0,ESCA
TCF7L2,1.0,0.0,0.0,1.0,ESCA
TNFAIP3,1.0,0.0,0.0,1.0,ESCA
ZFHX3,0.0,1.0,0.0,1.0,ESCA
AJUBA,1.0,0.0,0.0,1.0,ESCA
ZMYM2,0.0,1.0,0.0,1.0,ESCA
ZNF133,0.0,0.0,1.0,1.0,ESCA
ARHGAP35,0.0,1.0,0.0,1.0,ESCA
UNCX,0.0,1.0,0.0,1.0,ESCA
USP9X,1.0,0.0,0.0,1.0,ESCA
XPO1,1.0,0.0,0.0,1.0,ESCA
ZBTB20,1.0,0.0,0.0,1.0,ESCA
ZBTB7B,1.0,0.0,0.0,1.0,ESCA
JAK3,1.0,0.0,0.0,1.0,ESCA
KANSL1,1.0,0.0,0.0,1.0,ESCA
KDM5C,0.0,1.0,0.0,1.0,ESCA
APC,1.0,0.0,0.0,1.0,GBAD
BCOR,1.0,0.0,0.0,1.0,GBAD
CDK12,1.0,0.0,0.0,1.0,GBAD
CDKN2A,1.0,0.0,0.0,1.0,GBAD
CTNNB1,1.0,0.0,0.0,1.0,GBAD
EEF1A1,1.0,0.0,0.0,1.0,GBAD
ERBB2,1.0,0.0,0.0,1.0,GBAD
ERBB3,1.0,0.0,0.0,1.0,GBAD
ESR1,1.0,0.0,0.0,1.0,GBAD
GNAS,1.0,0.0,0.0,1.0,GBAD
KANSL1,0.0,1.0,0.0,1.0,GBAD
KLF5,0.0,1.0,0.0,1.0,GBAD
LATS2,0.0,0.0,1.0,1.0,GBAD
SMC3,1.0,0.0,0.0,1.0,GBAD
SPTA1,0.0,1.0,0.0,1.0,GBAD
TERT,31.0,0.0,0.0,31.0,GBM
CDKN2A,25.0,3.0,3.0,31.0,GBM
EGFR,18.0,6.0,4.0,28.0,GBM
PTEN,24.0,0.0,1.0,25.0,GBM
TP53,18.0,3.0,0.0,21.0,GBM
PDGFRA,4.0,2.0,5.0,11.0,GBM
NF1,7.0,1.0,0.0,8.0,GBM
RB1,6.0,1.0,0.0,7.0,GBM
CREBBP,1.0,4.0,0.0,5.0,GBM
MACF1,3.0,2.0,0.0,5.0,GBM
CDK4,4.0,0.0,1.0,5.0,GBM
MUC6,2.0,2.0,0.0,4.0,GBM
COL5A1,1.0,2.0,1.0,4.0,GBM
ARID1A,2.0,1.0,1.0,4.0,GBM
FAT1,2.0,1.0,1.0,4.0,GBM
SOX2,1.0,0.0,3.0,4.0,GBM
MDM4,4.0,0.0,0.0,4.0,GBM
PIK3R1,4.0,0.0,0.0,4.0,GBM
KMT2C,1.0,1.0,2.0,4.0,GBM
PIK3CG,2.0,0.0,2.0,4.0,GBM
PTPN11,3.0,0.0,1.0,4.0,GBM
SPTA1,3.0,1.0,0.0,4.0,GBM
DMD,1.0,3.0,0.0,4.0,GBM
DNMT3A,1.0,1.0,1.0,3.0,GBM
DICER1,0.0,2.0,1.0,3.0,GBM
PMS2,2.0,1.0,0.0,3.0,GBM
CTNND1,1.0,2.0,0.0,3.0,GBM
NF2,2.0,1.0,0.0,3.0,GBM
FUBP1,1.0,2.0,0.0,3.0,GBM
CHD8,0.0,2.0,1.0,3.0,GBM
LZTR1,1.0,0.0,2.0,3.0,GBM
KMT2D,2.0,1.0,0.0,3.0,GBM
KEL,2.0,0.0,1.0,3.0,GBM
SMC1A,1.0,2.0,0.0,3.0,GBM
GNAS,1.0,2.0,0.0,3.0,GBM
KMT2A,1.0,2.0,0.0,3.0,GBM
CACNA1A,1.0,1.0,1.0,3.0,GBM
BRCA2,1.0,2.0,0.0,3.0,GBM
CIC,2.0,1.0,0.0,3.0,GBM
NOTCH2,0.0,2.0,0.0,2.0,GBM
NFE2L2,2.0,0.0,0.0,2.0,GBM
GTF2I,1.0,0.0,1.0,2.0,GBM
NIPBL,2.0,0.0,0.0,2.0,GBM
POLRMT,1.0,0.0,1.0,2.0,GBM
SETD2,1.0,1.0,0.0,2.0,GBM
SCAF4,0.0,1.0,1.0,2.0,GBM
MTOR,0.0,2.0,0.0,2.0,GBM
MSH6,1.0,1.0,0.0,2.0,GBM
RNF43,1.0,0.0,1.0,2.0,GBM
PSIP1,0.0,1.0,1.0,2.0,GBM
KIT,0.0,2.0,0.0,2.0,GBM
KMT2B,0.0,1.0,1.0,2.0,GBM
RARA,0.0,1.0,1.0,2.0,GBM
MAX,1.0,0.0,1.0,2.0,GBM
PTPRC,0.0,2.0,0.0,2.0,GBM
JAK3,0.0,2.0,0.0,2.0,GBM
USP9X,1.0,1.0,0.0,2.0,GBM
TRAF3,1.0,0.0,1.0,2.0,GBM
ZBTB20,2.0,0.0,0.0,2.0,GBM
ZC3H12A,0.0,2.0,0.0,2.0,GBM
PIK3CB,0.0,1.0,1.0,2.0,GBM
PIK3CA,2.0,0.0,0.0,2.0,GBM
ATRX,1.0,1.0,0.0,2.0,GBM
ATM,1.0,1.0,0.0,2.0,GBM
PGR,2.0,0.0,0.0,2.0,GBM
BCOR,1.0,0.0,1.0,2.0,GBM
PMS1,0.0,1.0,1.0,2.0,GBM
CARD11,1.0,0.0,1.0,2.0,GBM
ASXL1,1.0,1.0,0.0,2.0,GBM
ARID2,0.0,1.0,1.0,2.0,GBM
CDK12,1.0,1.0,0.0,2.0,GBM
CHD3,0.0,2.0,0.0,2.0,GBM
EP300,1.0,1.0,0.0,2.0,GBM
FGFR3,0.0,1.0,1.0,2.0,GBM
FBXW7,0.0,2.0,0.0,2.0,GBM
SPTAN1,0.0,2.0,0.0,2.0,GBM
STAG2,1.0,1.0,0.0,2.0,GBM
STK11,1.0,1.0,0.0,2.0,GBM
MEN1,0.0,2.0,0.0,2.0,GBM
EEF2,1.0,1.0,0.0,2.0,GBM
TAF1,1.0,0.0,1.0,2.0,GBM
POLE,1.0,1.0,0.0,2.0,GBM
PBRM1,2.0,0.0,0.0,2.0,GBM
TGFBR2,0.0,2.0,0.0,2.0,GBM
CREB3L3,0.0,2.0,0.0,2.0,GBM
THRAP3,0.0,1.0,1.0,2.0,GBM
SOX9,1.0,0.0,1.0,2.0,GBM
CHD4,1.0,1.0,0.0,2.0,GBM
PTCH1,0.0,0.0,1.0,1.0,GBM
POLQ,0.0,1.0,0.0,1.0,GBM
PLCG1,1.0,0.0,0.0,1.0,GBM
ACVR1,0.0,1.0,0.0,1.0,GBM
TSC2,1.0,0.0,0.0,1.0,GBM
TSC1,0.0,0.0,1.0,1.0,GBM
TLR4,0.0,1.0,0.0,1.0,GBM
ZNF133,1.0,0.0,0.0,1.0,GBM
ATF7IP,1.0,0.0,0.0,1.0,GBM
ASXL2,0.0,1.0,0.0,1.0,GBM
TGIF1,0.0,1.0,0.0,1.0,GBM
TET2,1.0,0.0,0.0,1.0,GBM
TCF12,0.0,1.0,0.0,1.0,GBM
TBX3,1.0,0.0,0.0,1.0,GBM
SMC3,0.0,1.0,0.0,1.0,GBM
PLXNB2,0.0,1.0,0.0,1.0,GBM
SMARCA4,1.0,0.0,0.0,1.0,GBM
SMARCA1,0.0,0.0,1.0,1.0,GBM
SMAD4,0.0,0.0,1.0,1.0,GBM
SIN3A,0.0,1.0,0.0,1.0,GBM
SF1,0.0,0.0,1.0,1.0,GBM
SETBP1,0.0,1.0,0.0,1.0,GBM
RUNX1,0.0,1.0,0.0,1.0,GBM
RPL22,1.0,0.0,0.0,1.0,GBM
RHOB,0.0,0.0,1.0,1.0,GBM
RFC1,0.0,1.0,0.0,1.0,GBM
RBM10,0.0,0.0,1.0,1.0,GBM
RAF1,0.0,1.0,0.0,1.0,GBM
PTPRD,1.0,0.0,0.0,1.0,GBM
SMARCB1,0.0,0.0,1.0,1.0,GBM
GABRA6,1.0,0.0,0.0,1.0,GBM
FOXA1,1.0,0.0,0.0,1.0,GBM
FLT3,0.0,0.0,1.0,1.0,GBM
FLNA,1.0,0.0,0.0,1.0,GBM
ERBB4,1.0,0.0,0.0,1.0,GBM
ERBB2,0.0,1.0,0.0,1.0,GBM
EPAS1,1.0,0.0,0.0,1.0,GBM
DIAPH2,0.0,1.0,0.0,1.0,GBM
DHX9,0.0,1.0,0.0,1.0,GBM
CYSLTR2,0.0,1.0,0.0,1.0,GBM
CUL3,1.0,0.0,0.0,1.0,GBM
CUL1,0.0,1.0,0.0,1.0,GBM
CTNNB1,1.0,0.0,0.0,1.0,GBM
CNBD1,0.0,0.0,1.0,1.0,GBM
WT1,1.0,0.0,0.0,1.0,GBM
CDKN1B,0.0,0.0,1.0,1.0,GBM
CCND2,0.0,1.0,0.0,1.0,GBM
CBFB,1.0,0.0,0.0,1.0,GBM
BRCA1,0.0,1.0,0.0,1.0,GBM
ABL1,0.0,0.0,1.0,1.0,GBM
ZMYM2,0.0,1.0,0.0,1.0,GBM
ZFP36L2,0.0,1.0,0.0,1.0,GBM
ZFHX3,1.0,0.0,0.0,1.0,GBM
ZCCHC12,0.0,0.0,1.0,1.0,GBM
ZBTB7B,1.0,0.0,0.0,1.0,GBM
AXIN2,0.0,1.0,0.0,1.0,GBM
XPO1,0.0,1.0,0.0,1.0,GBM
APC,0.0,1.0,0.0,1.0,GBM
ALK,0.0,1.0,0.0,1.0,GBM
AKT1,1.0,0.0,0.0,1.0,GBM
CHEK2,0.0,0.0,1.0,1.0,GBM
PLCB4,0.0,1.0,0.0,1.0,GBM
PIK3R2,0.0,1.0,0.0,1.0,GBM
PDS5B,1.0,0.0,0.0,1.0,GBM
NUP133,0.0,0.0,1.0,1.0,GBM
NSD1,0.0,1.0,0.0,1.0,GBM
NOTCH1,0.0,1.0,0.0,1.0,GBM
MYH9,0.0,1.0,0.0,1.0,GBM
MSH3,0.0,1.0,0.0,1.0,GBM
MSH2,1.0,0.0,0.0,1.0,GBM
MGMT,1.0,0.0,0.0,1.0,GBM
MGA,0.0,1.0,0.0,1.0,GBM
MET,1.0,0.0,0.0,1.0,GBM
MECOM,1.0,0.0,0.0,1.0,GBM
MDM2,1.0,0.0,0.0,1.0,GBM
MAP3K1,0.0,0.0,1.0,1.0,GBM
GNA11,0.0,0.0,1.0,1.0,GBM
LATS2,0.0,1.0,0.0,1.0,GBM
KRAS,0.0,1.0,0.0,1.0,GBM
KIF1A,1.0,0.0,0.0,1.0,GBM
KDM6A,0.0,1.0,0.0,1.0,GBM
KANSL1,0.0,1.0,0.0,1.0,GBM
JAK2,0.0,0.0,1.0,1.0,GBM
JAK1,0.0,1.0,0.0,1.0,GBM
IRF2,1.0,0.0,0.0,1.0,GBM
INPPL1,0.0,1.0,0.0,1.0,GBM
IL7R,1.0,0.0,0.0,1.0,GBM
IL6ST,0.0,1.0,0.0,1.0,GBM
IDH1,0.0,1.0,0.0,1.0,GBM
HUWE1,1.0,0.0,0.0,1.0,GBM
GRIN2D,0.0,1.0,0.0,1.0,GBM
GPS2,0.0,0.0,1.0,1.0,GBM
LEMD2,0.0,1.0,0.0,1.0,GBM
AJUBA,1.0,0.0,0.0,1.0,HNSC
CCND1,0.0,0.0,1.0,1.0,HNSC
CD274,1.0,0.0,0.0,1.0,HNSC
CDKN2A,0.0,1.0,0.0,1.0,HNSC
DMD,1.0,0.0,0.0,1.0,HNSC
EGFR,1.0,0.0,0.0,1.0,HNSC
FGF1,0.0,1.0,0.0,1.0,HNSC
HLA-A,1.0,0.0,0.0,1.0,HNSC
HUWE1,0.0,0.0,1.0,1.0,HNSC
JAK2,1.0,0.0,0.0,1.0,HNSC
NOTCH1,1.0,0.0,0.0,1.0,HNSC
PIK3CA,1.0,0.0,0.0,1.0,HNSC
PIK3CB,1.0,0.0,0.0,1.0,HNSC
PTMA,1.0,0.0,0.0,1.0,HNSC
