cancer_type,gene,event,note,count
BRCA,CTNND1,missense,both,1
READ,PIK3R1,missense,both,1
READ,SOX17,missense,both,1
READ,SOX17,missense,model-only,1
READ,SOX9,deletion,both,1
BRCA,FGFR2,missense,both,1
BRCA,FUBP1,missense,both,1
BRCA,GABRA6,missense,both,1
BRCA,EGFR,missense,model-only,1
READ,PLXNB2,missense,tumor-only,1
READ,PMS1,missense,both,1
READ,PMS2,missense,both,1
READ,PDGFRA,truncating,both,1
READ,PGR,missense,both,1
READ,PGR,truncating,both,1
READ,PIK3CB,missense,model-only,1
READ,PIK3CG,missense,model-only,1
READ,RBM10,missense,model-only,1
READ,RET,missense,both,1
READ,RPL22,missense,both,1
READ,SCAF4,missense,model-only,1
READ,SCAF4,truncating,both,1
READ,SETBP1,missense,model-only,1
READ,ZMYM2,missense,model-only,1
SARC,ASXL1,missense,both,1
READ,SMARCA4,missense,model-only,1
READ,SMARCA4,missense,tumor-only,1
READ,SMARCB1,missense,both,1
READ,SOS1,missense,model-only,1
READ,SF1,missense,model-only,1
READ,SIN3A,missense,model-only,1
READ,SIN3A,missense,tumor-only,1
READ,SMAD3,homdel,model-only,1
BRCA,KMT2D,truncating,model-only,1
BRCA,KRT222,missense,model-only,1
BRCA,LATS1,truncating,model-only,1
READ,SPOP,missense,both,1
READ,SPTA1,missense,tumor-only,1
READ,SPTAN1,missense,both,1
READ,SMAD4,insertion,both,1
READ,SMARCA4,missense,both,1
BRCA,CIC,missense,model-only,1
BRCA,CNBD1,missense,both,1
BRCA,COL5A1,missense,both,1
BRCA,CREBBP,missense,both,1
BRCA,CREBBP,truncating,both,1
BRCA,CTNNB1,missense,both,1
BRCA,CTNNB1,missense,model-only,1
BRCA,KMT2C,truncating,both,1
SARC,RAC1,missense,both,1
SARC,RBM10,missense,tumor-only,1
SARC,RET,missense,model-only,1
SARC,SETBP1,missense,model-only,1
SARC,SETD2,missense,model-only,1
SARC,SPTA1,missense,both,1
SARC,STAG2,missense,model-only,1
SARC,MSH3,missense,model-only,1
READ,UNCX,deletion,both,1
READ,TCF12,missense,model-only,1
READ,TCF7L2,missense,both,1
READ,TCF7L2,missense,model-only,1
READ,TCF7L2,truncating,model-only,1
READ,TET2,missense,model-only,1
READ,TGFBR2,missense,model-only,1
SARC,PTEN,truncating,both,1
READ,ZFHX3,missense,both,1
READ,ZFP36L1,missense,model-only,1
READ,ZFP36L2,missense,model-only,1
READ,ZFP36L2,missense,tumor-only,1
READ,TNFAIP3,missense,model-only,1
READ,TP53,truncating,model-only,1
READ,TSC2,missense,model-only,1
READ,TSC2,truncating,both,1
SARC,ATRX,missense,tumor-only,1
SARC,BRCA1,missense,both,1
SARC,CARD11,missense,both,1
SARC,CDKN2A,homdel,both,1
SARC,CHD8,missense,both,1
READ,USP9X,missense,both,1
READ,USP9X,missense,model-only,1
READ,ZFHX3,deletion,model-only,1
SESP,GATA3,homdel,model-only,1
SESP,GATA6,hlamp,model-only,1
SESP,KRAS,missense,both,1
SESP,SIN3A,missense,model-only,1
SESP,SMAD4,hlamp,model-only,1
SCLC,NOTCH1,missense,both,1
SCLC,PGR,truncating,both,1
SCLC,POLQ,missense,both,1
SARC,DIAPH2,missense,both,1
SARC,EPAS1,missense,tumor-only,1
SARC,FAT1,missense,model-only,1
SARC,FAT1,truncating,both,1
SARC,GABRA6,missense,both,1
SCLC,TP53,truncating,both,1
SESP,APC,truncating,both,1
SESP,FGFR1,homdel,model-only,1
SARC,IL7R,missense,both,1
SARC,KIT,hlamp,tumor-only,1
SARC,KMT2A,missense,model-only,1
SARC,KMT2D,missense,both,1
SARC,KMT2D,missense,model-only,1
SARC,MACF1,missense,tumor-only,1
SARC,CHEK2,truncating,both,1
SARC,DACH1,missense,model-only,1
SARC,MYH9,missense,model-only,1
SARC,NCOR1,truncating,model-only,1
SARC,NF1,truncating,tumor-only,1
SARC,NOTCH2,missense,both,1
SARC,PBRM1,missense,both,1
SARC,PMS1,truncating,both,1
SARC,GRIN2D,missense,model-only,1
SARC,HLA-A,missense,model-only,1
SIAD,CDK12,missense,both,1
SIAD,CDK6,hlamp,tumor-only,1
SIAD,CDKN2A,hlamp,tumor-only,1
SIAD,CHD4,missense,both,1
SIAD,ASXL2,missense,both,1
SIAD,ATR,missense,both,1
SIAD,AXIN1,missense,both,1
SIAD,AXIN2,missense,model-only,1
SARC,TP53,truncating,model-only,1
SARC,USP9X,truncating,both,1
SARC,WT1,missense,both,1
SARC,ZFP36L2,missense,both,1
SIAD,CARD11,truncating,model-only,1
SIAD,CASP8,missense,both,1
SIAD,CD274,hlamp,tumor-only,1
SIAD,CD44,hlamp,tumor-only,1
SCLC,ATM,missense,both,1
SCLC,CBFB,truncating,both,1
SCLC,MACF1,missense,both,1
SCLC,MED12,missense,both,1
SCLC,NF1,missense,both,1
SARC,TERT,hlamp,both,1
SARC,TLR4,missense,both,1
SARC,TP53,missense,both,1
SCLC,PTPRD,missense,both,1
SCLC,RB1,truncating,both,1
SCLC,SETD2,missense,both,1
SCLC,SOX2,hlamp,tumor-only,1
SCLC,TERC,hlamp,tumor-only,1
SARC,ZMYM2,missense,both,1
SCLC,ALK,missense,both,1
SCLC,ARID1A,missense,both,1
SIAD,MYC,hlamp,tumor-only,1
SIAD,MYH9,missense,model-only,1
SIAD,NF1,hlamp,tumor-only,1
SIAD,NOTCH1,missense,model-only,1
SIAD,HGF,missense,both,1
SIAD,HLA-B,missense,model-only,1
SIAD,HUWE1,missense,both,1
SIAD,IL6ST,missense,both,1
SIAC,ARID2,truncating,both,1
SIAC,FGFR3,hlamp,tumor-only,1
SIAC,KIT,hlamp,tumor-only,1
SIAC,PDGFRA,hlamp,tumor-only,1
SIAD,LZTR1,missense,model-only,1
SIAD,MACF1,truncating,both,1
SIAD,MAP3K4,truncating,both,1
SIAD,MSH6,missense,both,1
SIAD,ARAF,missense,model-only,1
SIAD,ARHGAP35,missense,both,1
SIAD,ARID1A,truncating,both,1
SIAD,ASXL1,truncating,model-only,1
SESP,SMC3,truncating,both,1
SESP,TERT,homdel,model-only,1
SESP,ZFP36L2,truncating,both,1
SESP,ZNF703,homdel,model-only,1
SIAD,BAP1,missense,both,1
SIAD,BRCA1,truncating,both,1
SIAD,BRCA2,truncating,both,1
SIAD,CACNA1A,missense,model-only,1
SIAC,TAF1,missense,both,1
SIAD,ABL1,missense,both,1
SIAD,ACVR1,missense,model-only,1
SIAD,ACVR2A,truncating,both,1
SIAD,TCF12,missense,both,1
SIAD,TERC,hlamp,tumor-only,1
SIAD,TERT,promoter,model-only,1
SIAD,TRAF3,missense,both,1
SIAD,RNF43,truncating,both,1
SIAD,RPL22,truncating,both,1
SIAD,RUNX1,missense,model-only,1
SIAD,RXRA,truncating,model-only,1
SIAD,CUL1,missense,both,1
SIAD,DAZAP1,missense,model-only,1
SIAD,DHX9,truncating,both,1
SIAD,DMD,missense,both,1
SIAD,SOS1,missense,both,1
SIAD,SPTAN1,missense,model-only,1
SIAD,STK11,missense,model-only,1
SIAD,TBX3,missense,model-only,1
SIAD,FBXW7,truncating,both,1
SIAD,FGF1,hlamp,tumor-only,1
SIAD,FGFR1,missense,both,1
SIAD,GNAS,missense,model-only,1
SIAD,CIC,missense,model-only,1
SIAD,CNBD1,missense,both,1
SIAD,COL5A1,truncating,model-only,1
SIAD,CTNND1,missense,both,1
SIAD,JUN,hlamp,tumor-only,1
SIAD,KMT2B,truncating,model-only,1
SIAD,KMT2D,missense,both,1
SIAD,KRT222,missense,both,1
SIAD,DNMT3A,missense,model-only,1
SIAD,EPHA2,truncating,model-only,1
SIAD,ERBB2,missense,model-only,1
SIAD,FAT1,missense,both,1
BRCA,CDK4,missense,both,1
BRCA,CDKN2A,homdel,model-only,1
BRCA,CHD4,missense,both,1
BRCA,B2M,missense,both,1
BRCA,BCL2L11,truncating,both,1
BRCA,BCOR,missense,both,1
BRCA,BRAF,missense,both,1
BRCA,BRCA1,truncating,tumor-only,1
SIAD,PBRM1,missense,both,1
SIAD,PDS5B,truncating,both,1
SIAD,PHF6,missense,both,1
SIAD,PIK3CG,missense,both,1
SKCM,AXIN2,missense,model-only,1
SKCM,BCL2,missense,tumor-only,1
SKCM,BCL2L11,missense,both,1
BRCA,CDK12,truncating,both,1
SIAD,PTEN,hlamp,tumor-only,1
SIAD,RAC1,missense,both,1
SIAD,RASA1,truncating,both,1
SIAD,RB1,hlamp,tumor-only,1
SIAD,NOTCH2,missense,model-only,1
SIAD,NSD1,missense,both,1
SIAD,NUP133,missense,both,1
SIAD,NUP93,missense,both,1
SIAD,SCAF4,truncating,both,1
SIAD,SF3B1,missense,both,1
SIAD,SIN3A,missense,both,1
SIAD,SMAD3,hlamp,tumor-only,1
SIAD,PLCG1,truncating,both,1
SIAD,POLE,missense,both,1
SIAD,PPM1D,truncating,model-only,1
SIAD,PTCH1,deletion,model-only,1
SKCM,AXIN2,missense,both,1
SKCM,ARAF,truncating,both,1
SKCM,ARID1A,truncating,both,1
SKCM,ARID2,truncating,tumor-only,1
SIAD,YAP1,hlamp,tumor-only,1
SIAD,ZFHX3,missense,model-only,1
SIAD,ZNF217,hlamp,tumor-only,1
SKCM,AJUBA,missense,both,1
BRCA,ARID5B,missense,both,1
BRCA,ESR1,missense,both,1
BRCA,EZH2,missense,tumor-only,1
BRCA,FAT1,truncating,model-only,1
BRCA,FGFR1,missense,model-only,1
SKCM,ASXL2,truncating,both,1
SKCM,ATF7IP,missense,both,1
SKCM,ATRX,missense,both,1
BRCA,ATRX,missense,tumor-only,1
BRCA,ATRX,truncating,both,1
BRCA,AKT1,missense,tumor-only,1
BRCA,ALK,truncating,both,1
BRCA,AMER1,missense,both,1
BRCA,APC,truncating,both,1
BRCA,APC,truncating,model-only,1
BRCA,ARHGAP35,missense,both,1
BRCA,BRCA2,missense,both,1
BRCA,BTG2,truncating,both,1
BRCA,ASXL1,missense,both,1
BRCA,ASXL2,missense,both,1
BRCA,ASXL2,truncating,both,1
BRCA,ATF7IP,truncating,model-only,1
BRCA,ATM,missense,model-only,1
BRCA,ATR,missense,both,1
SKCM,ERBB2,truncating,both,1
SKCM,ERBB3,deletion,both,1
SKCM,DIAPH2,truncating,tumor-only,1
SKCM,DICER1,missense,tumor-only,1
SKCM,DMD,missense,tumor-only,1
SKCM,DNMT3A,missense,both,1
SKCM,EEF2,missense,both,1
SKCM,EGR3,missense,both,1
SKCM,CDK4,hlamp,both,1
SKCM,CDK4,hlamp,tumor-only,1
SKCM,BRCA2,missense,model-only,1
SKCM,BRCA2,truncating,both,1
SKCM,CARD11,truncating,tumor-only,1
SKCM,CASP8,truncating,both,1
SKCM,EP300,missense,tumor-only,1
SKCM,EPHA3,missense,tumor-only,1
SKCM,CDKN2A,missense,tumor-only,1
SKCM,CDKN2A,truncating,tumor-only,1
SKCM,CCND1,hlamp,both,1
SKCM,CD274,hlamp,model-only,1
SKCM,CD274,hlamp,tumor-only,1
SKCM,CDH1,missense,both,1
SKCM,CDK12,missense,both,1
SKCM,CDK12,truncating,both,1
SKCM,AMER1,missense,tumor-only,1
SKCM,CHD3,missense,both,1
SKCM,CHD4,missense,model-only,1
SKCM,CIC,missense,tumor-only,1
SKCM,CNBD1,missense,tumor-only,1
SKCM,CNBD1,truncating,both,1
SKCM,CDKN1A,missense,both,1
SKCM,CDKN2A,homdel,model-only,1
BLCA,SOX17,missense,both,1
BLCA,SOX17,truncating,both,1
BLCA,SPTAN1,truncating,both,1
BLCA,STAG2,missense,both,1
BLCA,STAG2,truncating,tumor-only,1
BLCA,TERT,missense,both,1
BLCA,RASA1,missense,both,1
BLCA,RASA1,missense,tumor-only,1
BRCA,ACVR2A,truncating,both,1
BRCA,AJUBA,truncating,model-only,1
BLCA,THRAP3,missense,model-only,1
BLCA,TSC1,truncating,both,1
BLCA,USP9X,truncating,model-only,1
BLCA,ZFHX3,missense,tumor-only,1
BLCA,ZFP36L1,truncating,both,1
BLCA,SMAD2,missense,tumor-only,1
SKCM,COL5A1,truncating,both,1
SKCM,COL5A1,truncating,tumor-only,1
SKCM,CTNNB1,missense,both,1
SKCM,GATA3,missense,both,1
SKCM,GNA11,missense,both,1
SKCM,GNA11,missense,tumor-only,1
BRCA,ACVR1,missense,both,1
BRCA,ACVR1B,truncating,both,1
SKCM,CUL1,truncating,tumor-only,1
SKCM,CUL3,truncating,both,1
SKCM,CYLD,missense,both,1
SKCM,DACH1,missense,both,1
SKCM,DACH1,truncating,both,1
SKCM,DDX3X,missense,both,1
SKCM,DIAPH2,missense,both,1
SKCM,COL5A1,missense,tumor-only,1
SKCM,ERBB4,truncating,tumor-only,1
SKCM,ERCC2,missense,both,1
SKCM,KIF1A,missense,both,1
SKCM,KIF1A,missense,tumor-only,1
SKCM,KMT2A,missense,both,1
SKCM,KMT2A,missense,tumor-only,1
SKCM,JAK3,truncating,both,1
SKCM,KANSL1,missense,both,1
SKCM,FAT1,missense,tumor-only,1
SKCM,FBXW7,missense,both,1
SKCM,FGFR3,truncating,tumor-only,1
SKCM,FLNA,missense,both,1
SKCM,ERBB3,missense,both,1
SKCM,ERBB3,missense,model-only,1
SKCM,ERBB3,missense,tumor-only,1
SKCM,ERBB4,truncating,both,1
BRCA,CBFB,missense,both,1
SKCM,HGF,missense,tumor-only,1
SKCM,FLNA,missense,tumor-only,1
SKCM,FLNA,truncating,both,1
SKCM,FLT3,missense,both,1
SKCM,FLT3,missense,tumor-only,1
SKCM,GABRA6,missense,tumor-only,1
SKCM,EZH2,missense,both,1
BLCA,RHOB,missense,both,1
BLCA,SCAF4,truncating,both,1
BLCA,SETBP1,missense,tumor-only,1
BLCA,SETD2,missense,tumor-only,1
BLCA,SF1,missense,both,1
BLCA,SF3B1,missense,tumor-only,1
BRCA,CARD11,missense,tumor-only,1
BRCA,CASP8,missense,both,1
BLCA,PMS2,missense,tumor-only,1
BLCA,POLQ,missense,both,1
BLCA,MUC6,missense,tumor-only,1
BLCA,MYC,missense,tumor-only,1
BLCA,MYC,truncating,tumor-only,1
BLCA,NF1,truncating,both,1
BLCA,NF2,truncating,both,1
BLCA,NFE2L2,missense,both,1
BLCA,PTPRD,missense,tumor-only,1
BLCA,RAC1,missense,both,1
BLCA,RARA,missense,tumor-only,1
BLCA,NSD1,missense,model-only,1
BLCA,PDGFRA,missense,model-only,1
BLCA,PIK3R2,missense,tumor-only,1
BLCA,PLCG1,missense,tumor-only,1
BLCA,PLXNB2,missense,both,1
SKCM,HLA-A,truncating,both,1
SKCM,HUWE1,missense,both,1
SKCM,IDH1,missense,both,1
SKCM,IDH2,missense,both,1
SKCM,IL6ST,missense,tumor-only,1
SKCM,MGA,truncating,both,1
SKCM,MITF,hlamp,both,1
BLCA,PTPRD,missense,both,1
SKCM,KDM5C,missense,both,1
SKCM,KDM6A,truncating,both,1
SKCM,INPPL1,missense,model-only,1
SKCM,INPPL1,truncating,both,1
SKCM,IRF6,missense,both,1
SKCM,JAK1,missense,both,1
SKCM,JAK1,truncating,tumor-only,1
SKCM,JAK2,missense,both,1
SKCM,MAP3K4,missense,tumor-only,1
SKCM,KMT2B,truncating,model-only,1
SKCM,KMT2C,missense,model-only,1
SKCM,KMT2C,truncating,both,1
SKCM,KMT2D,missense,tumor-only,1
SKCM,KMT2D,truncating,tumor-only,1
SKCM,PBRM1,truncating,both,1
SKCM,PCBP1,missense,both,1
SKCM,MDM2,hlamp,tumor-only,1
SKCM,MECOM,missense,model-only,1
SKCM,MET,missense,model-only,1
SKCM,MET,missense,tumor-only,1
SKCM,KRT222,missense,both,1
SKCM,KRT222,missense,tumor-only,1
SKCM,KRT222,truncating,both,1
SKCM,MAP2K1,deletion,both,1
BLCA,ZFP36L2,missense,both,1
BLCA,ZFP36L2,truncating,both,1
BLCA,ZMYM2,missense,both,1
BRCA,ABL1,missense,model-only,1
SKCM,MITF,hlamp,model-only,1
SKCM,MITF,hlamp,tumor-only,1
SKCM,MSH3,missense,both,1
SKCM,MDM2,hlamp,both,1
BLCA,NIPBL,missense,tumor-only,1
BLCA,NOTCH1,missense,tumor-only,1
BLCA,LZTR1,missense,model-only,1
BLCA,MACF1,missense,both,1
BLCA,MACF1,missense,model-only,1
BLCA,MET,truncating,tumor-only,1
BLCA,MGA,truncating,both,1
BLCA,MSH6,truncating,both,1
SKCM,RAD21,missense,both,1
SKCM,RBM10,truncating,both,1
SKCM,RFC1,truncating,both,1
SKCM,RHEB,truncating,both,1
SKCM,PTEN,homdel,model-only,1
SKCM,PTEN,missense,both,1
SKCM,PTEN,missense,tumor-only,1
SKCM,PTPDC1,missense,both,1
SKCM,MYCN,truncating,both,1
SKCM,MYH9,missense,tumor-only,1
SKCM,RRAS2,missense,both,1
SKCM,RUNX1,missense,model-only,1
SKCM,SETBP1,truncating,both,1
SKCM,SETBP1,truncating,tumor-only,1
SKCM,PTPRD,truncating,both,1
SKCM,RAC1,missense,both,1
SKCM,PBRM1,missense,both,1
SKCM,NF1,missense,model-only,1
SKCM,NF2,missense,both,1
SKCM,NF2,truncating,both,1
SKCM,NFE2L2,missense,both,1
SKCM,NIPBL,missense,both,1
SKCM,MSH6,missense,both,1
SKCM,MYCN,missense,both,1
SKCM,PGR,missense,both,1
SKCM,PGR,truncating,tumor-only,1
SKCM,PIK3R2,missense,both,1
SKCM,PIM1,missense,both,1
SKCM,NOTCH2,missense,tumor-only,1
SKCM,NRAS,missense,tumor-only,1
SKCM,NSD1,missense,both,1
SKCM,NUP133,truncating,both,1
SKCM,SPOP,truncating,both,1
SKCM,SPTA1,missense,tumor-only,1
SKCM,SPTAN1,missense,both,1
SKCM,SETD2,missense,both,1
SKCM,SETD2,missense,tumor-only,1
SKCM,SETD2,truncating,both,1
SKCM,SF1,missense,both,1
SKCM,SIN3A,missense,both,1
SKCM,STK11,truncating,both,1
SKCM,TAF1,missense,both,1
SKCM,TBX3,missense,both,1
SKCM,TBX3,missense,tumor-only,1
SKCM,TCF12,missense,both,1
SKCM,SMARCA4,missense,both,1
SKCM,SMC3,missense,model-only,1
SKCM,SOS1,missense,both,1
SKCM,TCF7L2,missense,both,1
SKCM,TCF7L2,truncating,both,1
SKCM,TERT,hlamp,both,1
SKCM,TERT,hlamp,tumor-only,1
SKCM,TERT,promoter,tumor-only,1
SKCM,TET2,missense,both,1
SKCM,SRSF2,missense,both,1
SKCM,STK11,missense,tumor-only,1
SKCM,PTPN11,truncating,tumor-only,1
SKCM,PTPRC,missense,tumor-only,1
SKCM,PLXNB2,missense,both,1
SKCM,PMS2,missense,both,1
SKCM,POLE,missense,both,1
SKCM,POLQ,missense,model-only,1
SKCM,POLQ,missense,tumor-only,1
SKCM,PTEN,homdel,both,1
BLCA,FAT1,truncating,model-only,1
BLCA,CIC,missense,tumor-only,1
BLCA,CNBD1,truncating,tumor-only,1
BLCA,COL5A1,missense,model-only,1
BLCA,CREBBP,missense,model-only,1
BLCA,CTCF,missense,model-only,1
BLCA,CTNNB1,truncating,tumor-only,1
BLCA,CUL3,missense,both,1
BLCA,IRF6,missense,model-only,1
BLCA,KANSL1,missense,tumor-only,1
BLCA,EEF2,missense,model-only,1
BLCA,ELF3,truncating,both,1
BLCA,EP300,truncating,both,1
BLCA,ERBB2,truncating,both,1
BLCA,ESR1,missense,model-only,1
BLCA,FAT1,missense,both,1
BLCA,KMT2B,missense,both,1
BLCA,KMT2C,truncating,both,1
BLCA,FGFR3,truncating,tumor-only,1
BLCA,FLNA,missense,model-only,1
BLCA,FLNA,missense,tumor-only,1
BLCA,FOXQ1,missense,model-only,1
BLCA,GATA3,missense,model-only,1
BLCA,GPS2,truncating,both,1
SKCM,SMAD4,missense,both,1
SKCM,SMARCA1,missense,both,1
SKCM,ZNF750,missense,both,1
SKCM,ZNF750,truncating,both,1
STAD,ACVR2A,truncating,both,1
STAD,AKT1,truncating,both,1
BLCA,KMT2A,missense,tumor-only,1
BLCA,KMT2A,truncating,both,1
STAD,EPAS1,missense,tumor-only,1
STAD,ERBB2,hlamp,tumor-only,1
STAD,ERBB2,truncating,model-only,1
STAD,CTNNB1,missense,both,1
STAD,CTNNB1,truncating,both,1
STAD,CTNND1,missense,both,1
STAD,CTNND1,missense,model-only,1
STAD,CTNND1,truncating,both,1
SKCM,XPO1,missense,both,1
SKCM,XPO1,truncating,both,1
SKCM,TET2,missense,tumor-only,1
SKCM,TET2,truncating,both,1
SKCM,TLR4,truncating,both,1
STAD,EEF2,missense,model-only,1
STAD,EGFR,hlamp,model-only,1
STAD,ELF3,truncating,both,1
SKCM,ZCCHC12,missense,tumor-only,1
SKCM,ZFHX3,missense,tumor-only,1
SKCM,ZNF133,missense,tumor-only,1
SKCM,TP53,truncating,model-only,1
SKCM,TRAF3,missense,both,1
SKCM,USP9X,missense,both,1
SKCM,WT1,missense,both,1
SKCM,WT1,missense,tumor-only,1
BLCA,DMD,missense,both,1
BLCA,PTCH1,missense,model-only,1
BLCA,PTEN,missense,model-only,1
BLCA,PTPRC,missense,both,1
BLCA,PTPRC,missense,tumor-only,1
STAD,APC,missense,both,1
STAD,AR,missense,model-only,1
STAD,ARID5B,missense,both,1
STAD,KMT2B,truncating,tumor-only,1
STAD,GATA6,hlamp,model-only,1
STAD,GATA6,hlamp,tumor-only,1
STAD,GNAQ,missense,tumor-only,1
STAD,HLA-B,truncating,model-only,1
STAD,HUWE1,deletion,both,1
STAD,HUWE1,missense,tumor-only,1
STAD,ERBB3,missense,model-only,1
STAD,KRAS,hlamp,tumor-only,1
STAD,JAK1,missense,both,1
STAD,JAK3,missense,both,1
STAD,KDM5C,missense,model-only,1
STAD,KDM6A,missense,both,1
STAD,KDM6A,truncating,both,1
STAD,KEL,missense,model-only,1
STAD,KMT2B,truncating,both,1
STAD,AXIN1,truncating,both,1
STAD,CCND1,hlamp,model-only,1
STAD,CCNE1,hlamp,both,1
STAD,CD274,hlamp,model-only,1
STAD,CD44,hlamp,model-only,1
STAD,KMT2C,missense,model-only,1
STAD,KMT2D,missense,model-only,1
STAD,KMT2D,truncating,both,1
STAD,CUL1,truncating,both,1
STAD,DACH1,missense,both,1
STAD,EEF2,missense,both,1
STAD,CDKN2A,homdel,both,1
STAD,CHD4,missense,model-only,1
STAD,CHEK2,truncating,tumor-only,1
STAD,COL5A1,missense,both,1
STAD,ATM,missense,both,1
AMPV,ZNF217,hlamp,both,1
AMPV,ZNF217,hlamp,tumor-only,1
BLCA,ALK,missense,both,1
BLCA,ALK,missense,tumor-only,1
BLCA,ARID1A,homdel,model-only,1
BLCA,ARID1A,missense,tumor-only,1
AMPV,TBX3,missense,model-only,1
AMPV,TERT,hlamp,tumor-only,1
BLCA,ARID2,missense,tumor-only,1
BLCA,ASXL1,missense,tumor-only,1
BLCA,ASXL1,truncating,tumor-only,1
BLCA,ATF7IP,missense,model-only,1
BLCA,BRCA1,missense,both,1
BLCA,BRCA2,missense,model-only,1
AMPV,ZBTB20,truncating,both,1
AMPV,ZFHX3,truncating,both,1
STAD,SF3B1,missense,model-only,1
STAD,SMARCA1,missense,model-only,1
STAD,SMARCA4,truncating,both,1
BLCA,CHD3,insertion,both,1
BLCA,CHD8,missense,tumor-only,1
BLCA,CHEK2,truncating,both,1
BLCA,CIC,missense,both,1
BLCA,ARID1A,truncating,both,1
STAD,ERCC2,missense,both,1
STAD,ERCC2,missense,tumor-only,1
STAD,FGFR2,hlamp,both,1
STAD,FGFR2,hlamp,model-only,1
STAD,FLT3,missense,both,1
STAD,FOXA2,truncating,model-only,1
STAD,GATA4,hlamp,both,1
STAD,SETBP1,missense,model-only,1
STAD,PLCB4,missense,model-only,1
STAD,POLRMT,missense,both,1
STAD,PPP2R1A,missense,model-only,1
STAD,KRAS,missense,tumor-only,1
STAD,MUC6,truncating,tumor-only,1
STAD,MYC,hlamp,model-only,1
STAD,MYH9,missense,model-only,1
STAD,MYH9,truncating,both,1
STAD,PTPRD,truncating,tumor-only,1
STAD,RHOB,deletion,both,1
STAD,RPL22,truncating,both,1
STAD,RPS6KA3,missense,both,1
STAD,PBRM1,missense,both,1
STAD,PBRM1,truncating,model-only,1
STAD,PIK3CA,missense,model-only,1
STAD,PLCB4,missense,both,1
BLCA,KIT,truncating,model-only,1
STAD,SOX9,missense,tumor-only,1
STAD,SPTA1,missense,both,1
STAD,SPTAN1,truncating,both,1
STAD,PSIP1,missense,both,1
STAD,PTPN11,missense,model-only,1
STAD,PTPRC,missense,model-only,1
STAD,PTPRD,missense,both,1
AMPV,TERT,promoter,model-only,1
AMPV,TGFBR2,truncating,both,1
AMPV,TLR4,missense,both,1
AMPV,TRAF3,truncating,both,1
AMPV,TSC1,missense,both,1
BLCA,KANSL1,truncating,both,1
BLCA,KDM6A,truncating,both,1
BLCA,KDM6A,truncating,tumor-only,1
STAD,TGFBR2,truncating,both,1
STAD,TLR4,missense,model-only,1
STAD,TNFAIP3,missense,tumor-only,1
STAD,TP53,deletion,both,1
TVA,GATA4,hlamp,model-only,1
TVA,GNAQ,missense,model-only,1
TVA,GNAS,missense,model-only,1
TVA,GNAS,missense,tumor-only,1
STAD,TP53,missense,tumor-only,1
STAD,TP53,truncating,model-only,1
STAD,TSC2,missense,both,1
STAD,ZC3H12A,missense,both,1
STAD,ZFHX3,truncating,both,1
STAD,TERT,promoter,both,1
STAD,TET2,truncating,model-only,1
STAD,TGFBR2,missense,both,1
STAD,ZFP36L1,missense,both,1
STAD,ZFP36L2,missense,model-only,1
STAD,ZMYM2,missense,model-only,1
STAD,ZMYM3,truncating,model-only,1
TVA,ACVR1B,truncating,both,1
TVA,ACVR2A,truncating,model-only,1
TVA,ALB,missense,tumor-only,1
TVA,ALK,missense,both,1
STAD,NF1,truncating,model-only,1
TVA,ARHGAP35,missense,tumor-only,1
TVA,ATM,missense,both,1
TVA,BAP1,missense,both,1
TVA,BRAF,missense,both,1
TVA,BRAF,missense,tumor-only,1
TVA,BRCA1,missense,tumor-only,1
TVA,BRCA2,missense,both,1
TVA,CREB3L3,missense,model-only,1
TVA,CTNNB1,hlamp,model-only,1
TVA,CTNNB1,missense,model-only,1
TVA,PPP2R1A,missense,both,1
TVA,PPP2R1A,missense,model-only,1
TVA,PPP2R2A,hlamp,model-only,1
TVA,RNF43,missense,model-only,1
TVA,SETBP1,missense,tumor-only,1
TVA,ERBB2,missense,both,1
TVA,FAT1,missense,both,1
TVA,FBXW7,missense,both,1
TVA,CACNA1A,missense,model-only,1
TVA,CDK4,hlamp,tumor-only,1
TVA,CIC,truncating,tumor-only,1
TVA,COL5A1,missense,both,1
TVA,COL5A1,missense,tumor-only,1
TVA,FOXA2,missense,model-only,1
TVA,GABRA6,missense,both,1
TVA,GATA3,truncating,tumor-only,1
TVA,DHX9,missense,tumor-only,1
TVA,DMD,missense,tumor-only,1
TVA,DNMT3A,missense,tumor-only,1
TVA,EPHA3,missense,tumor-only,1
TVA,ERBB2,hlamp,model-only,1
TVA,HRAS,missense,both,1
TVA,INPPL1,missense,model-only,1
TVA,JAK3,missense,tumor-only,1
TVA,FBXW7,missense,tumor-only,1
TVA,FGFR1,hlamp,model-only,1
TVA,FGFR1,missense,tumor-only,1
TVA,FGFR3,missense,model-only,1
TVA,FLNA,missense,tumor-only,1
TVA,KRAS,missense,both,1
TVA,KRAS,missense,model-only,1
UCEC,ARHGAP35,truncating,both,1
UCEC,ARID1A,missense,model-only,1
UCEC,ARID2,missense,both,1
UCEC,ASXL1,truncating,model-only,1
UCEC,ASXL2,truncating,model-only,1
UCEC,ALK,truncating,both,1
TVA,MYC,hlamp,model-only,1
TVA,NIPBL,missense,tumor-only,1
TVA,KAT6A,hlamp,model-only,1
TVA,KDM5C,missense,model-only,1
TVA,KEAP1,missense,model-only,1
TVA,KIF1A,missense,tumor-only,1
TVA,KMT2B,missense,both,1
TVA,KMT2D,missense,tumor-only,1
